,tweet
1868,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1869,@Elgarf @SecretBaris1a @ShelaghFogarty @shelaghfogarty doesn't stand against #ApartheidIsrael
1870,Mapping Shireen Abu Akleh solidarity protests https://t.co/ux2caiscDm via @AJEnglish #JusticeforShireenAbuAkleh #PalestineUnderAttack #ZionismIsMurder #ArmsEmbargo! #BDS! #WeWillNotBeSilenced
1871,"Video | A paramedic was brutally assaulted by Israeli police officers while providing first aid to mourners wounded in the Israeli attack on Palestinian martyr Walid Sharif's funeral in occupied Jerusalem.

#IsraeliCrimes https://t.co/gH6hwF3lQm"
1872,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1873,Oppressing the dead is the new strategy to #ApartheidIsrael
1874,"""You simply cannot be a liberal democracy if you operate apartheid over another people. It is a contradiction in terms because Israel’s entire society is complicit in this unjust reality.""

Former AG of Israel confirms apartheid.
#EndIsraeliApartheid
https://t.co/GqzM5K3Bgf"
1875,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
1876,"@kenklippenstein Israeli occupation thugs once again attacking a funeral of a young Palestinian #WalidalSharif they killed in cold blood!!
 #IsraeliCrimes 
https://t.co/YaPstvhcQb"
1877,"@MarshadeCordova Israeli occupation thugs once again attacking a funeral of a young Palestinian #WalidalSharif they killed in cold blood!!
 #IsraeliCrimes 
https://t.co/YaPstvhcQb"
1878,"@guardian Israeli occupation thugs once again attacking a funeral of a young Palestinian #WalidalSharif they killed in cold blood!!
 #IsraeliCrimes 
https://t.co/YaPstvhcQb"
1879,"The satanic #ZIONISTS blame the one inside the coffin for being dead.⚰️
Only a satanic mind can twist facts like dat ! #BDS https://t.co/Cfc4PYerjo https://t.co/0kcWkauDKd"
1880,"@guardian Israeli occupation thugs suppress the funeral of #WalidalSharif they killed in cold blood and use shunk water against mourners.
#IsraeliCrimes
 https://t.co/vo41nl0iq2"
1881,"@BBCWorld Israeli occupation thugs suppress the funeral of #WalidalSharif they killed in cold blood and use shunk water against mourners.
#IsraeliCrimes
 https://t.co/vo41nl0iq2"
1882,"Dear Queen, or Prince Charles, or whoever's running the show, if you don't want the non-violent #BDS are you advocating armed resistance? https://t.co/mrIEUmRmxa"
1883,"Palestine’s voice will never be silenced https://t.co/OOuIjOXH2H via @AJEnglish @mmuhannadayyash 
#Nakba74 #ZionismIsIndefensible #ArmsEmbargo #BDS #FromTheRiverToTheSeaPalestineWillBeFree"
1884,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
1885,"@ExtSpoxEU Israeli occupation thugs suppress the funeral of #WalidalSharif they killed in cold blood and use shunk water against mourners.
#IsraeliCrimes
 https://t.co/vo41nl0iq2"
1886,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1887,"@philippe_dam @ExtSpoxEU Israeli occupation thugs suppress the funeral of #WalidalSharif they killed in cold blood and use shunk water against mourners.
#IsraeliCrimes
 https://t.co/vo41nl0iq2"
1888,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1889,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1890,@PalBint @steve_mccabe doing all he can to protect his personal gravy train funding from #ApartheidIsrael
1891,"@follybahAJE @AJEnglish We are so proud of you for standing up with us, as well as we are really happy that there are still decent people in this world who call for justice!

The world have to know that there is no justice until Israeli occupation ends.

#EndIsraeliApartheid 🇵🇸"
1892,"The father of the hunger-striking captive, Khalil Awawdeh : My son Khalil's health situation entered the stage of extreme danger and became unable to move.

#IsraeliCrimes #FreeKhalil https://t.co/m2sbxgnpvO"
1893,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1894,"Bruises appear clearly on the arms and the face of activist Fadwa Khader after She was brutally attacked by the #israelioccuptionforces during her participation in the funeral of the late Shireen AbuAkleh.
#اسرائیل_نامنظور 
#اسرائیل_کا_یار_نوازشریف 
#FreePalestine #IsraeliCrimes https://t.co/VPpb512qgz"
1895,".@simoncoveney Don't look away. No more mealy-mouthed statements of ""condemnation"" #Palestinians are not allowed to mourn or bury their dead in peace &amp; dignity. This inhuman #apartheid regime must be stopped, must be held accountable. #BDS #IsraeliApartheid https://t.co/G2OLf1wDAW"
1896,"@LaylaBe4 This is horrific. He was 23. He was shot by the #IOF in Ramadan at Friday prayers. He was taken off the ventilator on Saturday. 

That we should witness scenes like this in the the wake of #ShireenAbuAqleh funeral is horrifying yet surreal.

#ApartheidIsrael is beyond psychotic."
1897,".@simoncoveney Don't look away. No more mealy-mouthed statements of ""condemnation"" #Palestinians are not allowed to mourn or bury their dead in peace &amp; dignity. This inhuman #apartheid regime must be stopped, must be held accountable. #BDS #IsraeliApartheid https://t.co/G2OLf1wDAW"
1898,"Slain journalist was 'voice of #Palestinian suffering'  &amp; #racist Criminal #ApartheidIsrael Hates it When the World learns the TRUTH about their #WarCrimes &amp; #EthnicCleansing
 Of #Palestine
 https://t.co/Bx6w2qVA5v"
1899,"74 long years #Palestinians have endured this Zionist hell. #Nakba74 #ShireenAbuAqleh 
#ApartheidIsrael has no future.
https://t.co/Kg7A9a5DOm"
1900,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1901,"For the second time in 4 days! Israeli occupation forces attack a funeral, injuring at least 37 Palestinians including a journalist &amp; a paramedic! IOF also shot at the palestine red crescent society ambulance that was transporting the martyr's body. #IsraeliCrimes https://t.co/3GTwYahL3v"
1902,"@AJEnglish @nadness11 Israel is disrespecful to everything except what Israel cares about.
#IsraeliCrimes 
#Wretchedisrael"
1903,"eye.on.palestine 🇵🇸#Palestine | Israeli soldiers assault a Palestinian girl in Salahaddin St, occupied  Jerusalem. 16.5.2022 By @mucahit_aydemir
#ApartheidIsrael #ICC4Israel #BDS https://t.co/VOVrIjiVJB"
1904,"""Raed's case must reach the world's ears to support the issue of administrative prisoners in particular""
_The father of the prisoner, Raed Ryan.
Speak Up and raise their voice!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
1905,"Mass arrests of mourners inside the cemetery after Israeli occupiers attacked the funeral procession.. So now it's a crime to attend a funeral?!!

#IsraeliCrimes #Jerusalem https://t.co/7kN9scgCp6"
1906,".@simoncoveney Don't look away. No more mealy-mouthed statements of ""condemnation"" #Palestinians are not allowed to mourn or bury their dead in peace &amp; dignity. This inhuman #apartheid regime must be stopped, must be held accountable. #BDS #IsraeliApartheid https://t.co/G2OLf1wDAW"
1907,"#IsraeliCrimes crimes are completely untenable and #Israel's so called judicial system is a complete farce. But then, what should one expect from a criminal enterprise that is a colonial settler land grab... https://t.co/YuFMezUKsX"
1908,"Tory MP Vicky Ford says that Boycott Divest and Sanctions are not ""conducive to peace"".

If that is true what are Westminster's goals when it comes to Russia 🧐

#DoubleStandards #hypocrisy 
#BDS #FreePalestine"
1909,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1910,"At least 71 Palestinians were injured as Israeli occupation forces violently attacked  mourners at Walid Al-Shareef funeral with gas grenades in occupied Jerusalem.

#IsraeliCrimes
#Act4Palestine https://t.co/FPsLrvN61w"
1911,"eye.on.palestine 🇵🇸#Palestine | The moment when an Israeli soldier got injured during the confrontations with broke out in Salah Eddin Street, tonight. 16.5.2022
#ICC4Israel #ApatheidIsrael #BDS https://t.co/DayC7lsNcv"
1912,"#WATCH ||  In the same way as the attack on the funeral of journalist #ShireenAbuAkleh.. the occupation terrorists attacks the mourners of the martyr #WalidAlSharif.
#IsraeliCrimes https://t.co/h3OXiZZFbN"
1913,"A system built on #Thievery  #Theft 
This is #ApartheidIsrael , a bunch of #WarCriminals and #Thieves https://t.co/WojeM8Eo4x"
1914,".@simoncoveney Don't look away. No more mealy-mouthed statements of ""condemnation"" #Palestinians are not allowed to mourn or bury their dead in peace &amp; dignity. This inhuman #apartheid regime must be stopped, must be held accountable. #BDS #IsraeliApartheid https://t.co/G2OLf1wDAW"
1915,"#WATCH ||  In the same way as the attack on the funeral of journalist #ShireenAbuAkleh.. the occupation terrorists attacks the mourners of the martyr #WalidAlSharif.
#IsraeliCrimes https://t.co/h3OXiZZFbN"
1916,"74 long years #Palestinians have endured this Zionist hell. #Nakba74 #ShireenAbuAqleh 
#ApartheidIsrael has no future.
https://t.co/Kg7A9a5DOm"
1917,The hypocrisy! #IsraeliCrimes #IsraeliApartheid #ThisIsNotJournalism https://t.co/KXCvAxGGYZ
1918,Pro-Palestine activists held a rally in the city of Manchester in commemoration of the 1948 Nakba. #PalestineWillBeFree #freepalestine #IsraeliTerrorism #NakbaDay https://t.co/Cr7qoS9vAo
1919,"@CBCAlerts Israeli occupation thugs suppress the funeral of #WalidalSharif they killed in cold blood and use shunk water against mourners.
#IsraeliCrimes
 https://t.co/vo41nl0iq2"
1920,"These are not #Ukrainian children. They are the 66 Palestinian children who were killed by Israeli warplanes in #Gaza last May. Stop the Apartheid entity. Do not cover your hands with the blood of innocents.
#CruelWorld
#Apartheidisrael 
#IsraeliTerrorism 
#FreePalestine https://t.co/DUQ7llSDCx"
1921,"@CBCAlerts Israeli occupation thugs once again attacking a funeral of a young Palestinian #WalidalSharif they killed in cold blood!!
 #IsraeliCrimes 
https://t.co/YaPstvhcQb"
1922,"@SBSNews @Sophiemcneill Israeli occupation thugs once again attacking a funeral of a young Palestinian #WalidalSharif they killed in cold blood!!
 #IsraeliCrimes 
https://t.co/YaPstvhcQb"
1923,"@SecBlinken #ShereenAbuAqlehfuneral #OccupiedPalestine #US #BeyondParody
You SHOULD’ve been MORE than troubled, PARTICULARLY given that you ARM #ApartheidIsrael.
ODD how you can SUPPORT #Ukraine but have NEVER stopped the DAILY onslaught against the INDIGENOUS #Palestinians."
1924,"@SBSNews @Sophiemcneill Israeli occupation thugs suppress the funeral of #WalidalSharif they killed in cold blood and use shunk water against mourners.
#IsraeliCrimes
 https://t.co/vo41nl0iq2"
1925,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
1926,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1927,"The Zionist occupation soldiers repeat the scene of their attack on the coffin of Shireen Abu Aqleh and the attack on the coffin of the martyr Walid Al-Sharif.
#IsraeliTerrorism https://t.co/f1tzUSwDei"
1928,"Educate yourself about #Palestine's #Nakba, @simoncoveney, @MichealMartinTD, @LeoVaradkar.

Might make you think again about being 'Friends of #Israel'.

Jonathan Sugarman
#Ireland @JewishPeace
#Jews for #FreePalestine #Gaza
Against #IsraeliCrimes

#Nakba74 #ShireenAbuAkleh https://t.co/tcvVJH6503"
1929,"Shireen AbuAqleh started her journey as a journalist for Al Jazeera in 1997, reporting the horrors of Israeli occupation &amp; apartheid.She was shot in her head in cold blood by Israel forces,during their raid in Jenin.
#ShireenAbuAqleh 
#IsraeliTerrorism https://t.co/zL9D7pEV1u"
1930,"Ayman went on a hunger strike in 2012 for the sake of his fellow, the administrative prisoners, and the isolated prisoners at the time.

#الاسير_مش_رقم #IsraeliCrimes"
1931,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1932,"@mayanotbfor7da1 @RepRashida You must be related...#ApartheidIsrael 

#Nakba https://t.co/CSaRyqiTGp"
1933,"@guardian Israeli occupation thugs suppress the funeral of #WalidalSharif they killed in cold blood and use shunk water against mourners.
#IsraeliCrimes
 https://t.co/vo41nl0iq2"
1934,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1935,"Dear Queen, or Prince Charles, or whoever's running the show, if you don't want the non-violent #BDS are you advocating armed resistance? https://t.co/mrIEUmRmxa"
1936,"@lea_die_da @tazgezwitscher @chrjkb @amnesty_de #ApartheidIsrael confirmed
2022 UN Human Rights Council 
2022 Amnesty International 
2021  Human Rights Watch
2021  B'tselem 
2020 Yesh Din
2002 Desmond Tutu
1976 Yitzhak Rabin
1967 David Ben-Gurion https://t.co/zgK3IuyKvf"
1937,"@guardian Israeli occupation thugs attacking the funeral procession of #WalidalSharif coming out of Al-Aqsa with live ammunition.
Walid was shot by Israeli forces in a raid on Al-Aqsa in April and died from his wounds yesterday.
#IsraeliCrimes
#CrimesAgainstHumanity
https://t.co/Xvi7ViIuBh"
1938,"Hey @LordIanAustin how come you have time to take part in debates, but not elections. #freepalestine #BDS https://t.co/d3M5bvqrbR"
1939,"@guardian Israeli occupation thugs once again attacking a funeral of a young Palestinian #WalidalSharif they killed in cold blood!!
 #IsraeliCrimes 
https://t.co/YaPstvhcQb"
1940,"What a totally bent perspective the crazy Nazis of the #BDS have. They seem to think the #Israeli flag seen here is ""flying over the Dome of the Rock"" DUH! None so blind as those who cannot see at all, eh? https://t.co/Cjx80qVnCq"
1941,"At least 71 Palestinians were injured as Israeli occupation forces violently attacked  mourners at Walid Al-Shareef funeral with gas grenades in occupied Jerusalem.

#IsraeliCrimes
#Act4Palestine https://t.co/FPsLrvN61w"
1942,"The father of the hunger-striking captive, Khalil Awawdeh : My son Khalil's health situation entered the stage of extreme danger and became unable to move.

#IsraeliCrimes #FreeKhalil https://t.co/m2sbxgnpvO"
1943,"#BREAKING
#TerroristIsraeli occupation storm the cemetery and attack mourners during the burial of Palestinan martyr Walid Sharif in occupied Jerusalem. 37 wounds for now
#IsraeliCrimes #BDS #stopIsraeliTerrorism #EndIsraeliOccupation https://t.co/W4Hu3xuOlv"
1944,"@guardian Israeli occupation thugs break into the graveyard where #WalidalSharif  is to be buried and attack mourners.
#IsraeliCrimes 
#CrimesAgainstHumanity
https://t.co/1OnJuyaPpU"
1945,"@POTUS Israeli occupation thugs suppress the funeral of #WalidalSharif they killed in cold blood and use shunk water against mourners.
#IsraeliCrimes
 https://t.co/vo41nl0iq2"
1946,"2. Hindutva fascists succeeded with the #BabriMasjid takeover and now they are expanding their plot to colonise religious sites all over India.

The alliance of hypocrisies are not only #ApartheidIsrael enablers they are also #IndiaMuslimGenocide enablers.
https://t.co/sL8hKH9Un8"
1947,"eye.on.palestine 🇵🇸#Palestine | The moment when an Israeli soldier got injured during the confrontations with broke out in Salah Eddin Street, tonight. 16.5.2022
#ICC4Israel #ApatheidIsrael #BDS https://t.co/DayC7lsNcv"
1948,"@POTUS Israeli occupation thugs once again attacking a funeral of a young Palestinian #WalidalSharif they killed in cold blood!!
 #IsraeliCrimes 
https://t.co/YaPstvhcQb"
1949,"What's your comment on Israelis shooting at journalists funeral processions. Or does it only matter if it's Russians doing the shooting
#IsraeliWarCrimes 
#IsraeliApartheid 
#IsraeliTerrorism https://t.co/qgxyxbuOeJ"
1950,"Today, we commemorate 74 years of the AL NAKBA, one of the most devastating events that international oppression left on the Palestinian people. #alnakba #ApartheidIsrael https://t.co/Sw69dF43Xq"
1951,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1952,"@POTUS Israeli occupation thugs attacking the funeral procession of #WalidalSharif coming out of Al-Aqsa with live ammunition.
Walid was shot by Israeli forces in a raid on Al-Aqsa in April and died from his wounds yesterday.
#IsraeliCrimes
#CrimesAgainstHumanity
https://t.co/Xvi7ViIuBh"
1953,"#WATCH ||  In the same way as the attack on the funeral of journalist #ShireenAbuAkleh.. the occupation terrorists attacks the mourners of the martyr #WalidAlSharif.
#IsraeliCrimes https://t.co/h3OXiZZFbN"
1954,"@POTUS Israeli occupation thugs break into the graveyard where #WalidalSharif  is to be buried and attack mourners.
#IsraeliCrimes 
#CrimesAgainstHumanity
https://t.co/1OnJuyaPpU"
1955,Israelis attacking funeral processions again! #ApartheidIsrael #IsraeliCrimes https://t.co/DKfEfpyR0X
1956,"UK Labour MP Andy McDonald: ""It's time the UK Government recognised what has been rigorously documented by HRW, Amnesty &amp; B'Tselem.""#ApartheidIsrael https://t.co/CGdRaodHJm"
1957,@SaulStaniforth @Will62241097 @_LFI Stop playing us for fools @steve_mccabe - We all know that #ApartheidIsrael can never be trusted to mark its own homework. https://t.co/QtUrjJybTf
1958,"#UN doing so hard on #IsraeliWarCrimes &amp; #IsraeliCrimes 
A true picture... 

#FreePalestine  
#اسرائیل_نامنظور
#SwabiJalsa #امپورٹڈ_حکومت_نامنظور https://t.co/DTNgoQ4Ptj"
1959,"@DoItForMaMa @jtingle5261 they are a guide for what today's alignment IS.
Nazis + #ApartheidIsrael = USG"
1960,"@Independent Israeli occupation thugs break into the graveyard where #WalidalSharif  is to be buried and attack mourners.
#IsraeliCrimes 
#CrimesAgainstHumanity
https://t.co/1OnJuyaPpU"
1961,"When will #Palestine will be #free 
When #IsraeliCrimes will end, when all the world treat #Israeli as #Russia 
#IsraeliCrimes of killing children, youth , old men and women ,prayers at mosque 
They attack funeral and collage 
#Justice_for_ShireenAbuAkleh https://t.co/nbzxNB2fDx"
1962,"@BernieSanders @NidaAllam Israeli occupation thugs break into the graveyard where #WalidalSharif  is to be buried and attack mourners.
#IsraeliCrimes 
#CrimesAgainstHumanity
https://t.co/1OnJuyaPpU"
1963,"When will #Palestine will be #free 
When #IsraeliCrimes will end, when all the world treat #Israeli as #Russia 
#IsraeliCrimes of killing children, youth , old men and women ,prayers at mosque 
They attack funeral and collage 
#Justice_for_ShireenAbuAkleh https://t.co/WP6llfxli2"
1964,"@RepRashida Thank you. This #Nakba is a result of Western Powers. 

Palestine is the last settler colonial project commissioned by Western Powers in order to create a colonial outpost in Palestine.

And as a result, today in 2022, we have #ApartheidIsrael sanctioned by the Western Powers."
1965,"@democracynow Israeli occupation thugs break into the graveyard where #WalidalSharif  is to be buried and attack mourners.
#IsraeliCrimes 
#CrimesAgainstHumanity
https://t.co/1OnJuyaPpU"
1966,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
1967,"Across the world, #Israel &amp; allies are cracking down on attempts to hold it to account for its war crimes. In the UK, the government is now seeking to ban #BDS. We will fight this, but we need you to join us. 

Become a member of PSC today👉 https://t.co/NXhe43qgfh #FreePalestine https://t.co/W1o8uwEth4"
1968,"@business 🧐Thinly-veiled threat from Citi. Inflation is BS💩 when clearly Counterfeit👌🏻Israel🇩🇪Bauers are hoarding 🌍Africa’s wealth via birthright✊🏿identity &amp; inheritance 💵 thefts. #RothschildGate #SaxeCoburgGotha #GreatReset
#BDS #SettlerColonialRacists
#ReparationsNow #CutTheCheck https://t.co/X9c48o0icC"
1969,"74 long years #Palestinians have endured this Zionist hell. #Nakba74 #ShireenAbuAqleh 
#ApartheidIsrael has no future.
https://t.co/Kg7A9a5DOm"
1970,"@debropier1 @1foreverseeking @54Doggie 🤔Something’s afoot! Reportedly empty roads &amp; ZER🚫traffic during rush hour? Reminds me of the #Odigo warnings that Israel gave some WTC Jews on 9/11; UFO hearing in DC tomorrow AM &amp; #Starlink $TSLA $NOC #GeoEngineering #Weather #Tornadoes #GreatReset #BDS
https://t.co/kfot8fZtkS https://t.co/k1DmZLuqMd"
1971,"74 long years #Palestinians have endured this Zionist hell. #Nakba74 #ShireenAbuAqleh 
#ApartheidIsrael has no future.
https://t.co/Kg7A9a5DOm"
1972,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1973,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
1974,"@Independent Israeli occupation thugs once again attacking a funeral of a young Palestinian #WalidalSharif they killed in cold blood!!
 #IsraeliCrimes 
https://t.co/YaPstvhcQb"
1975,"@Independent Israeli occupation thugs suppress the funeral of #WalidalSharif they killed in cold blood and use shunk water against mourners.
#IsraeliCrimes
 https://t.co/vo41nl0iq2"
1976,"#WATCH ||  In the same way as the attack on the funeral of journalist #ShireenAbuAkleh.. the occupation terrorists attacks the mourners of the martyr #WalidAlSharif.
#IsraeliCrimes https://t.co/h3OXiZZFbN"
1977,"I got nothing against the Jews but seriously,Fuck Israel. #IsraeliApartheid #Terrorists #IsraeliOccupation"
1978,"""The root cause of apartheid is settler colonialism"" - @alhaq_org interview in @AmnestyUK's latest magazine 

#EndIsraeliApartheid https://t.co/TBQzlTtqtA"
1979,Oppressing the dead is the new strategy to #ApartheidIsrael
1980,"Bring #Israel2ICC
#BDS4Israel #Justice4Palestine
#StopIsraeliApartheid #StateTerror
#EthnicCleansing #Annexation of #Palestine
fulfills UN resolution #194
#STOPtheBLOCKADE &amp; #IsraeliStateTerrorOnGaza!
https://t.co/XHxrLrVUyb
#BDS works well against #Israel as it did in S Africa"
1981,"Today, we commemorate 74 years of the AL NAKBA, one of the most devastating events that international oppression left on the Palestinian people. #alnakba #ApartheidIsrael https://t.co/Sw69dF43Xq"
1982,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1983,"Across the world, #Israel &amp; allies are cracking down on attempts to hold it to account for its war crimes. In the UK, the government is now seeking to ban #BDS. We will fight this, but we need you to join us. 

Become a member of PSC today👉 https://t.co/NXhe43qgfh #FreePalestine https://t.co/W1o8uwEth4"
1984,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1985,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1986,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1987,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
1988,"@Israel #Palestine, the land u stole after, u know it?
Killing #Shereen_Abu_Aqleh won't stop us.

""From 1937 to 1944, the Zionist movement organized the escape of 18,000 central and east European Jews to Palestine.""

#Shereen_Abu_Aqleh 
#FreePalestine 
#IsraeliCrimes 
#IsraeliApartheid"
1989,This is a funeral under #ApartheidIsrael https://t.co/LeqaDbBL2I
1990,"When will #Palestine will be #free 
When #IsraeliCrimes will end, when all the world treat #Israeli as #Russia 
#IsraeliCrimes of killing children, youth , old men and women ,prayers at mosque 
They attack funeral and collage 
#Justice_for_ShireenAbuAkleh https://t.co/V8tMZubYWm"
1991,"@democracynow Israeli occupation thugs attacking the funeral procession of #WalidalSharif coming out of Al-Aqsa with live ammunition.
Walid was shot by Israeli forces in a raid on Al-Aqsa in April and died from his wounds yesterday.
#IsraeliCrimes
#CrimesAgainstHumanity
https://t.co/Xvi7ViIuBh"
1992,"@Independent Israeli occupation thugs suppress the funeral of #WalidalSharif they killed in cold blood and use shunk water against mourners.
#IsraeliCrimes
 https://t.co/vo41nl0iq2"
1993,One can see clearly the aggressor in this video. They came with the intention of causing violence and choas at the funeral of the journalist they murdered. #ShireenAbuAqleh #IsraeliCrimes #Israel #FreePalestine #Palestine #Israeli https://t.co/gfAWmJ0Qo9
1994,By way of deception #ApartheidIsrael https://t.co/ShIydc0X92
1995,"At least 71 Palestinians were injured as Israeli occupation forces violently attacked  mourners at Walid Al-Shareef funeral with gas grenades in occupied Jerusalem.

#IsraeliCrimes
#Act4Palestine https://t.co/FPsLrvN61w"
1996,"eye.on.palestine 🇵🇸#Palestine | Israeli soldiers assault a Palestinian girl in Salahaddin St, occupied  Jerusalem. 16.5.2022 By @mucahit_aydemir
#ApartheidIsrael #ICC4Israel #BDS https://t.co/VOVrIjiVJB"
1997,"@Independent Israeli occupation thugs attacking the funeral procession of #WalidalSharif coming out of Al-Aqsa with live ammunition.
Walid was shot by Israeli forces in a raid on Al-Aqsa in April and died from his wounds yesterday.
#IsraeliCrimes
#CrimesAgainstHumanity
https://t.co/Xvi7ViIuBh"
1998,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
1999,@DavidLammy Why are you taking Israeli money as LFI? The Government there are and always have been practicing #ApartheidIsrael
2000,"@Independent Israeli occupation thugs once again attacking a funeral of a young Palestinian #WalidalSharif they killed in cold blood!!
 #IsraeliCrimes 
https://t.co/YaPstvhcQb"
2001,"#WATCH ||  In the same way as the attack on the funeral of journalist #ShireenAbuAkleh.. the occupation terrorists attacks the mourners of the martyr #WalidAlSharif.
#IsraeliCrimes https://t.co/h3OXiZZFbN"
2002,"@BBCWorld Israeli occupation thugs attacking the funeral procession of #WalidalSharif coming out of Al-Aqsa with live ammunition.
Walid was shot by Israeli forces in a raid on Al-Aqsa in April and died from his wounds yesterday.
#IsraeliCrimes
#CrimesAgainstHumanity
https://t.co/Xvi7ViIuBh"
2003,"@DrHananAshrawi This is horrific. He was 23. He was shot by the #IOF in Ramadan at Friday prayers. He was taken off the ventilator on Saturday. 

That we should witness scenes like this in the the wake of #ShireenAbuAqleh funeral is horrifying yet surreal. #ApartheidIsrael is beyond psychotic."
2004,What an utter sickening display of sycophancy and corruption. “Labour”? Don’t make me sick. 🤬 Will “Labour” support our right to hold Israel to account? Call out #IsraeliCrimes!  #BoycottDivestmentSanction https://t.co/ZW9QYZVXes
