,tweet
2480,"Between reporting the news stories and being a news story is an Israeli bullet.

#ShireenAbuAkleh #IsraeliCrimes #Terrorism https://t.co/3yhGUda8As"
2481,"Why did humanity fail like this?

#Shereen_Abu_Aqleh 💔
#RestInPeace At least , you did your part..
#RestInPower such a brave soul.. 
#IsraeliCrimes
#IsraeliTerrorists https://t.co/uOcv8EFC7l"
2482,Human rights abuses running rampant and no one to stop them. #ApartheidIsrael @amnesty @POTUS @UN_CSW https://t.co/oDNz88PwBo
2483,"The martyr journalist Sherine Abu Aqleh,She was the sound of truth, justice and patriotism. 
God rest her soul 💔💔
#IsraeliCrimes
#Shereen_Abu_Aqleh
#Palestine 
#ShireenAbuAqla https://t.co/B2pr4Mcc6j"
2484,"“Zionism is a form of racism and racial discrimination”

- UN General Assembly Resolution 3379 (1975), was revoked in 1991, not because it wasn't accurate, but because its revocation was Israel's condition to participate in the Madrid Peace Conference.

#EndIsraeliApartheid https://t.co/er66v77tQV"
2485,"The last photo of journalist #ShireenAbuAkleh of Al Jazeera, talken only a few minutes before she was shot dead by an Israeli sniper in Jenin camp this morning.

Crimes of the #IsraeliOccupation https://t.co/l84KcuxlZo"
2486,"While wearing her very obvious “#press” vest, #Israeli occupation forces shot/ killed #Palestinian reporter Sherine Abou Aqleh While doing her job; covering the #jenin raid 
#WarCrimes #war #terrorism #IsraeliCrimes #IsraeliTerrorism #FreedomOfSpeech #PressFreedom #HumanRights https://t.co/xljQGYov1n"
2487,"Our prisoner Khalil's health condition is getting worse.
He reached the 70th day without medical supplements!
Speak Up!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2488,"The martyr journalist Sherine Abu Aqleh,She was the sound of truth, justice and patriotism. 
God rest her soul 💔💔
#IsraeliCrimes
#Shereen_Abu_Aqleh
#Palestine 
#ShireenAbuAqla https://t.co/B2pr4Mcc6j"
2489,"The policy of administrative detention is an unfair policy that cannot be accepted by a sound mind or a single human rights charter!
Speak Up and REJECT!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2490,"The prisoner Khalil Awawda lost half his weight during his hunger strike, which is still continuing for the 70th consecutive day, in protest of his administrative detention by the Israeli occupation. Speak Up!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2491,"Prisoner Khalil Awawda's health deteriorates, as he continues his hunger strike for the 70th day, and he may be martyred at any moment.
Speak Up!!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2492,"Is there no one who can take action against these fucking isreali soldiers,killing innocent people of Palestine, how can we Muslims just see them taking masjid e Aqsa and doing nothing !! Allah ko kya Jawab daingain baghairton !!
#FreePalestine #Palestine #IsraeliCrimes #Israel"
2493,"They are killing the messenger..#press 
#Shereen_Abu_Aqleh 
#FreePalestine 
#EndIsraeliOccupation 
#شيرين_ابو_عاقلة 
#IsraeliCrimes 
#IsraeliTerrorists https://t.co/waHFqBkVY0"
2494,"""israel"" leads in technology, agriculture, and killing children and journalists per capita.

#ShireenAbuAkleh 
#ShireenAbuAqla 
#Palestine
#IsraeliCrimes 
#IsraelTerrorism"
2495,"JOJO allience with KOKO 2
#ApartheidIsrael 
Puppet of #Ukraine 
 #CIA/#ISIS/#NATO #Poland #Zelenskyy 
#Palestine 
 #فلسطین #ایران #یمن #لبنان #سوریه #عراق 
 #Iran #Russia #Syria  #Gaza https://t.co/IIn69j3DZn"
2496,"The barbaric Israeli Forces today slaughtered Al Jazeera journalist Shireen Abu Akleh. She was wearing a bullet proof vest, so the Zionist coward terrorists shot her in the head.
Speak out and condemn the inhumanity of land stealing apartheid Israel
#BoycottIsrael #BDS https://t.co/y4gobqYYNt"
2497,"An entire nation in grief💔 Israeli occupation forces assassinated our beloved journalist Shireen Abu Akleh while covering their brutality in #Jenin this morning.
RIP our martyr🕊❤️
@IntlCrimCourt
 
#IsraeliCrimes 
#shireen 
#ShireenAbuAqla 
#IsraeliApartheid 
#شيرين_ابو_عاقلة https://t.co/v8ZFC6gRKn"
2498,"@YAbouzakaria @sam_yemen_ Israel murderer and terrorist  state 
#IsraeliCrimes 
#israeli_Terrorists"
2499,"Two prisoners continue their open-ended hunger strike in protest of the administrative detention without charge or trial by the Israeli occupation, Khalil Awawda (70 days) and Raed Rayan (35 days).
Speak Up!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes https://t.co/egZ2fW112C"
2500,"A really interesting and Innovative timeline. This Timeline shows How #Israel occupied #palestine.
#IsraeliCrimes #History https://t.co/LWNUlMH9xF"
2501,"JOJO allience with KOKO 1
#ApartheidIsrael 
Puppet of #Ukraine 
 #CIA/#ISIS/#NATO #Poland #Zelenskyy 
#Palestine 
 #فلسطین #ایران #یمن #لبنان #سوریه #عراق 
 #Iran #Russia #Syria  #Gaza https://t.co/Lbwu7jpWTX"
2502,"An entire nation in grief💔 Israeli occupation forces assassinated our beloved journalist Shireen Abu Akleh while covering their brutality in #Jenin this morning.
RIP our martyr🕊❤️
@IntlCrimCourt
 
#IsraeliCrimes 
#shireen 
#ShireenAbuAqla 
#IsraeliApartheid 
#شيرين_ابو_عاقلة https://t.co/v8ZFC6gRKn"
2503,"If such a thing happened to a #journalist in #Ukraine, the American media would make hundreds of documentaries out of it. What is the origin of this double standard? Does human rights accept a double standard? So why no one talks about human rights?
#ShireenAbuAqla #IsraeliCrimes https://t.co/1wic0Pv6P4"
2504,"Footage documenting first moments when Shireen Abu Aqleh was shot dead by an Israeli sniper and shows locations in which Palestinian gunman depicted in a video distributed by IOF as well as location where she was killed.
#ShireenAbuAkleh 
#ShireenAbuAqla #EndIsraeliApartheid https://t.co/h9SNdmeQkO"
2505,"Israel kills whoever they want and the hypocrites who call themselves UN and human rights do nothing!
Punch of double standards hypocrites.
#IsraeliCrimes #IsraelTerrorism #Shereen_Abu_Aqleh https://t.co/HRboloN1fR"
2506,"If you are looking to develop your shopify store, then place your order.
#Bitcoin #Binance #blockchain #BTC #BBCAN10 #BDS #BreakingNews 
#Shopify #shopifystore #shopifyexpert #fiverrgigs #fiverr #fiverrfreelancer #fiverrseller #dropshipping #developer 
https://t.co/PmU1hQ6ENU"
2507,@Phil642 @NadiSaadeh @ShireenNasri BULLSHIT 💩💩 #IsraeliCrimes #israeli_Terrorists https://t.co/9Gx9EzEyj9
2508,"The two prisoners Khalil Awawda and Raed Rayan suffer from a deterioration in their health, as they continue their hunger strike for 70&amp;35daysres pectively in protest of their administrative detention by the Israeli occupation.
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2509,"Please do not speak against this issue, otherwise you will be declared Anti-Semitic.
May her soul Rest in Peace.
#IsraeliCrimes #israeli_Terrorists
#ShireenAbuAkleh #ShireenAbuAqla https://t.co/LOAsNwBG7g"
2510,"Khalil's father, Muhammad Awawda, said: We are unable to determine Khalil's health status because the Israeli occupation prevented us from visiting him!
Speak Up!!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2511,"We will miss Sherin and her voice and her reports from Palestine,
Every day the Israeli occupation proves to the world that it is more than a fascist regime.
#ShireenAbuAqla
#شيرين_ابو_عاقله
#IsraeliCrimes #IsraeliTerrorism #FreePalestine https://t.co/n5QKj3ij7O"
2512,"Two prisoners continue their open-ended hunger strike in protest of the administrative detention without charge or trial by the Israeli occupation, Khalil Awawda (70 days) and Raed Rayan (35 days).
Speak Up!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes https://t.co/egZ2fW112C"
2513,"The murder of #ShireenAbuAqleh, a journalist doing her job is a war crime according to the international law! Israeli Occupation  should be held accountable by the International Community
#IsraeliCrimes #FreePalestine https://t.co/1ENaTbF8jl"
2514,"The martyr journalist Sherine Abu Aqleh,She was the sound of truth, justice and patriotism. 
God rest her soul 💔💔
#IsraeliCrimes
#Shereen_Abu_Aqleh
#Palestine 
#ShireenAbuAqla https://t.co/B2pr4Mcc6j"
2515,"The serious health symptoms of the prisoner Khalil Awawdeh are increasing day by day: emaciation, severe fatigue and vomiting of blood.
SPEAK UP TO SAVE HIM!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2516,"""israel"" leads in technology, agriculture, and killing children and journalists per capita.

#ShireenAbuAkleh 
#ShireenAbuAqla 
#Palestine
#IsraeliCrimes 
#IsraelTerrorism"
2517,"@IDF Give me my tax money back, you fucking monsters. #BDS"
2518,"🔴Watch how Israeli occupation forces directly targeted the Palestinian young man who was trying to help the journalist Shereen Abu Aqleh and her colleague. #IsraeliTerrorism
#IsraeliCrimes 
#IsraeliApartheid 
#IsraeliOccupation 
#Palestine
#Jenin
#ShireenAbuAkla
#شيرين_ابو_عاقلة https://t.co/f4IDr60vAe"
2519,"The last photo of journalist #ShireenAbuAkleh of Al Jazeera, talken only a few minutes before she was shot dead by an Israeli sniper in Jenin camp this morning.

Crimes of the #IsraeliOccupation https://t.co/l84KcuxlZo"
2520,"OMG. #ApartheidIsrael not going to bs their way out of this one.
#ApartheidDoesntEvenCoverIt https://t.co/GLBbz8I9yZ"
2521,"@StateDeptSpox What next? Can you also state what the Israeli occupation forces were doing there? Distributing flowers to the Palestinian refugees? Stop hypocrracy and state the root cause, the occupation #IsraeliCrimes #stopfundingisrael"
2522,"- These two pictures look very similar! Mohammed Al-Durra and Shireen Abu Akleh both were mercilessly murdered in cold blood by the same barbaric Israeli occupation.

#IsraeliTerrorism #ShireenAbuAkleh 
#ShireenAbuAqla https://t.co/EuFyfIVR1r"
2523,"@ilanst @NgAlhaji @DanHakimi @AJEnglish #ApartheidIsrael was created by colonizing liars. 
https://t.co/1efdGdf8jZ"
2524,"The barbaric Israeli Forces today slaughtered Al Jazeera journalist Shireen Abu Akleh. She was wearing a bullet proof vest, so the Zionist coward terrorists shot her in the head.
Speak out and condemn the inhumanity of land stealing apartheid Israel
#BoycottIsrael #BDS https://t.co/y4gobqYYNt"
2525,"The policy of administrative detention is an unfair policy that cannot be accepted by a sound mind or a single human rights charter!
Speak Up and REJECT!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2526,"@emilykschrader Yes, #ApartheidIsrael is the problem."
2527,"@Reuters ISRAEL IS THE TERRORIST.
Rest in power #Shereen_Abu_Aqleh 💔
#IsraeliCrimes 
#IsraelTerrorism"
2528,"Deeply saddened.
Oh Israel, can You not become the Holy Land?
Comments by Naftali Bennett &amp; Ohad Zemet deeply unsettling.
#Shereen_Abu_Aqleh #Palestine #IsraeliCrimes https://t.co/FzvliTF0S9"
2529,"""Raed's case must reach the world's ears to support the issue of administrative prisoners in particular""
_The father of the prisoner, Raed Ryan.
Speak Up and raise their voice!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2530,#SaveMasaferYatta from #ApartheidIsrael #WarCrimes #CrimesAgainstHumanity @POTUS @UNPeacekeeping @IntlCrimCourt https://t.co/5O9LQ77nll
2531,"The barbaric Israeli Forces today slaughtered Al Jazeera journalist Shireen Abu Akleh. She was wearing a bullet proof vest, so the Zionist coward terrorists shot her in the head.
Speak out and condemn the inhumanity of land stealing apartheid Israel
#BoycottIsrael #BDS https://t.co/y4gobqYYNt"
2532,@Thehopper7 WTAF shameless #IsraeliOccupation
2533,This is how @bbcnews frames #IsraeliWarCrimes Despicable #EndIsraeliApartheid https://t.co/5Pd6eq8dZY
2534,"Raed Rayan is now not serving his first administrative detention, as the Israeli occupation had previously arrested him administratively for 21 months and then released him. Speak Up!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2535,"@SusanSarandon The first moment when the Palestinian journalist and correspondent of Al Jazeera Channel Sheirn Abu Akleh got killed by the Israeli occupation forces in Jenin this morning

#palestine #ShireenAbuAqla
#فلسطين #شيرين_ابو_عاقلة

#isreal #IsraeliTerrorism https://t.co/Hh99WSV4gH"
2536,"Administrative detention is a detention without charge or trial!
A sane person can only denounce this crime against human rights!
SPEAK UP AND REJECT!!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2537,"@BBCWorld The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2538,"The barbaric Israeli Forces today slaughtered Al Jazeera journalist Shireen Abu Akleh. She was wearing a bullet proof vest, so the Zionist coward terrorists shot her in the head.
Speak out and condemn the inhumanity of land stealing apartheid Israel
#BoycottIsrael #BDS https://t.co/y4gobqYYNt"
2539,"@Jerusalem_Post The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2540,"Inhumane Israel killing female journalists.✊
#ShireenAbuAkleh #Palestine #IsraeliCrimes @UNGeneva 
@JudicialWatch https://t.co/Y0w9AoAtRv"
2541,@IsraelMFA How can you blatantly lie to people. The translation has nothing to do with what he is saying. #IsraeliCrimes #IsraeliApartheid
2542,"@i24NEWS_EN The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2543,"The prisoners on hunger strike are cut off from their families and they are not allowed to visit them.. even lawyers cannot always visit them.
It's a huge media blackout!!
SPEAK UP!!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2544,"@Tsahal_IDF The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2545,#ApartheidIsrael will be held to account come judgement day. https://t.co/zRr2sVhTpw
2546,"Prisoner Khalil on hunger strike for 70days in protest of his administrative detention by the Israeli occupation was transferred to Assaf Harofeh Hospital yesterday at 10am due to the seriousness of his health condition.Speak Up
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2547,"#IsraeliCrimes #ShireenAbuAkleh @JoeBiden @POTUS  USA 🇺🇸 has  obligation to condemn horrific killing of Al Jazeera journalist Sireen Abu Akleh in West Bank, Palestine 🇵🇸. USA 🇺🇸 must hold Israel accountable for these crimes. #FreedomOfSpeech  #freedomofpress https://t.co/3WMEcTchbT"
2548,"@TOIAlerts The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2549,"@UN @UNESCO So, what are @UN gonna do about it?  Make a statement then watch those terrorist zionist do whatever they want? End #ApartheidIsrael"
2550,"@Jerusalem_Post The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2551,"Israeli users have been spreading lies about #SherineAbuAqleh killing earlier this morning. Here is the truth👇🏼👇🏼👇🏼
#شيرين_أبوعاقلة #israelicrimes https://t.co/Ba3X8YLBnc"
2552,"@AIPAC The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2553,Two Israeli settlers take off the lsraeli flags that they put over cars as a sign to celebrate the birth of the they Israeli settler colonial state they took them away after seeing a peaceful Palestinian demonstration with the Palestinian flags. 11.5.2022 #ApartheidIsrael #BDS https://t.co/ITFCUsNG2o
2554,"The moment #ShireenAbuAqla 🇵🇸was assassinated earlier today in cold blood at the hands of Israeli occupation forces.
We want justice.

#شيرين_ابو_عاقلة 
#Palestine 
#EndIsraeliApartheid #EndIsraeliOccupation https://t.co/uKOcA4FAyH"
2555,"The voice of Palestine murdered by The satanic Apartheid land stealer and human rights #ZIONAZI violator perpetrators. 
#BDS #BDS #BDS | #LongLivePalestine ! https://t.co/X6mA2ilKMl | #FreePalestine ! #R.#I.#P. https://t.co/Fq6vJ2PugY"
2556,"Footage documenting first moments when Shireen Abu Aqleh was shot dead by an Israeli sniper and shows locations in which Palestinian gunman depicted in a video distributed by IOF as well as location where she was killed.
#ShireenAbuAkleh 
#ShireenAbuAqla #EndIsraeliApartheid https://t.co/h9SNdmeQkO"
2557,"The Israeli Zionist occupation army and a criminal murder against a free reporting news journalist without mercy to continue their criminal history against humanity and the Palestinian people
#ShereenAbuAqleh 
#IsraeliCrimes 
#شيرين_ابو_عاقلة https://t.co/vghymnv2fY"
2558,"Prisoners Khalil Awawda and Raed Rayan continue their hunger strike for 70&amp;35 days respectively in protest of their administrative detention by the Israeli occupation.
We demand their immediate release!
SPEAK UP TO SAVE THEM!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2559,"@AvichayAdraee @France24_ar The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2560,"The prisoner Raed Rayan is a former detainee who spent nearly 21 months in the administrative detention withoutchargeortrial!!
Speak Up!!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2561,"No caption needed 💔
Here is #Palestine, here is the pain .. 💔😭

#IsraeliCrimes
#ShireenAbuAqla https://t.co/AtMd2ogVU7"
2562,"BREAKING: World renowned veteran Al-Jazeera journalist Sherine Abu Aqleh was shot dead this morning with a bullet to the head whilst wearing a visible press vest, by the Israeli occupation forces during their raid of terror in Jenin refugee camp

#IsraeliCrimes https://t.co/827Pbz5ab3"
2563,"@USArmy The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2564,@abierkhatib Add to the list of other war crimes committed by #ApartheidIsrael
2565,"@StateDeptSpox The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2566,"#ShireenAbuAkleh was murdered by Israeli soldiers yet #JoeBiden continues to subsidize this murderous apartheid regime; he should be supporting #BDS instead to #FreePalestine from #ApartheidIsrael's illegal  &amp; genocidal occupation~!

https://t.co/YjrIPzTJTf"
2567,"images &amp; witnesses of the scene clearly point out to an Israeli sniper shooting #ShireenAbuAkleh in cold blood but the Israeli apartheid regime shamelessly tries to blame palestinians for this. And western media is following suit, as always. #IsraeliCrimes #شيرين_أبو_عقله"
2568,"@maxg40992663 @Ostrov_A Jewish terrorists killed Shireen, a Christian journalist. Stop #IsraeliTerrorism"
2569,"@FDIonline The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2570,"Inhumane Israel killing female journalists.✊
#ShireenAbuAkleh #Palestine #IsraeliCrimes @UNGeneva 
@JudicialWatch https://t.co/Y0w9AoAtRv"
2571,"“I chose journalism to be close to people. It might not be easy to change the reality but at least I could bring their voice to the world. I am Shireen Abu Akleh”. Rest in peace Shireen.
@AlJazeera #IsraeliCrimes #Palestine
https://t.co/AwsE71PBDd"
2572,"Footage documenting first moments when Shireen Abu Aqleh was shot dead by an Israeli sniper and shows locations in which Palestinian gunman depicted in a video distributed by IOF as well as location where she was killed.
#ShireenAbuAkleh 
#ShireenAbuAqla #EndIsraeliApartheid https://t.co/h9SNdmeQkO"
2573,"Prisoners' Affairs Authority warns of the deterioration of the health conditions of the two hunger strikers, Khalil Awawda and Raed Rayan,who continue their hunger strike in protest of the administrative detention policy issued against them
#معركة_الامعاء_الخاوية
#IsraeliCrimes"
2574,"@DeptofDefense The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2575,She saw too much and they killed her!  Al Jazeera journalist Shireen Abu Akleh fatally shot while reporting in West Bank  https://t.co/w8ubolFIR4 #IsraeliCrimes #Jerusalem #IsraeliApartheid #Peace
2576,"Footage documenting first moments when Shireen Abu Aqleh was shot dead by an Israeli sniper and shows locations in which Palestinian gunman depicted in a video distributed by IOF as well as location where she was killed.
#ShireenAbuAkleh 
#ShireenAbuAqla #EndIsraeliApartheid https://t.co/h9SNdmeQkO"
2577,"Second Intifada, 2007, Tsahal, the Israeli criminal army, killed 5,050 Palestinians, wounded and mutilated another 49,760 and jailed 10,400 (Palestine National Information Center) without charge or trial.

#IsraeliCrimes https://t.co/qPps3JbGkO"
2578,"@IDFSpokesperson The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2579,"Footage documenting first moments when Shireen Abu Aqleh was shot dead by an Israeli sniper and shows locations in which Palestinian gunman depicted in a video distributed by IOF as well as location where she was killed.
#ShireenAbuAkleh 
#ShireenAbuAqla #EndIsraeliApartheid https://t.co/h9SNdmeQkO"
2580,"@Israel_MOD @ElbitSystemsLtd The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2581,"The martyr journalist Sherine Abu Aqleh,She was the sound of truth, justice and patriotism. 
God rest her soul 💔💔
#IsraeliCrimes
#Shereen_Abu_Aqleh
#Palestine 
#ShireenAbuAqla https://t.co/B2pr4Mcc6j"
2582,"Journalist Shireen Abu Akleh was killed while covering an Israeli raid on a Palestinian refugee camp. Her death MUST be investigated as a possible war crime.

The recent escalation of violence highlights the urgent need to #EndIsraeliApartheid 
https://t.co/kaPkJG3sfw"
2583,"The media blackout policy about the prisoners on hunger strike practiced by the Israeli occupation is intentional after they saw the impact of media in weakening their plans.
RAISE YOUR VOICE UP!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2584,"@IsraeliPM The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2585,"What law permits the detention of a person without charge or trial?!!
The law of the jungle in the Israeli occupation only does this!
Speak Up!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
2586,Stop #IsraeliCrimes #BDS https://t.co/xs9hV4hjZk
2587,"@OhadZemet The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2588,"Inhumane Israel killing female journalists.✊
#ShireenAbuAkleh #Palestine #IsraeliCrimes @UNGeneva 
@JudicialWatch https://t.co/Y0w9AoAtRv"
2589,"Watch💔

Tamer Al-Mishal mourns in tears for his colleague #ShireenAbuAkleh, who was martyred after being shot by the occupation regime.😭

#Palestinian
#IsraeliCrimes https://t.co/M1enjdhYHp"
2590,"Inhumane Israel killing female journalists.✊
#ShireenAbuAkleh #Palestine #IsraeliCrimes @UNGeneva 
@JudicialWatch https://t.co/Y0w9AoAtRv"
2591,@SusanSarandon Israel is a terrorist state. Thank you for support @SusanSarandon #BDS #ShireenAbuAkleh
2592,"Israel is a criminal and a terrorists state, a mafia of terrorist supported by US who annihilated   the native Americans in the same way.
#TerroristIsrael
#ApartheidIsrael
#PalestinianHolocaust https://t.co/30zuBJvqZD"
2593,"@IsraelMFA The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2594,"@MarieMa16935777 @n4ssie @Mel_Ankoly @AhsanRaza_Jutt @amnesty Jewish terrorists just killed Shireen, a Palestinian American CHRISTIAN journalist. Stop #IsraeliTerrorism"
2595,Not only do the Israelis murder #ShireenAbuAkleh but they have the audacity to blame the Palestinians for her death. #IsraeliCrimes #israel #IsraeliOccupation
2596,"The quest for truth &amp; knowledge is a Jewish value. Questioning authority is a Jewish value. But killing journalists is not a Jewish value. This is not the first time that Israeli forces have killed a Palestinian journalist, but let's make sure it's the last. #ShireenAbuAkleh #BDS https://t.co/yn6Qtxa0vo"
2597,@MlTCH_MCCONELL @SusanSarandon May be you should be quiet if you ain’t condemning the barbaric and inhumane acts of the apartheid state. #FreePalestine #BDS
2598,"Shereen Abu Akla was murdered this morning in cold blood while she was on duty in Jenin to prove that no matter what you do, Israel would end your life.

#IsraeliCrimes 
#CrimesAgainstHumanity 
#Palestine 
#ShireenAbuAkleh https://t.co/Do8nIPoNO3"
2599,"This is our daily #nakba for the past 74 years.
#IsraeliCrimes #Isreal
#شيرين_ابو_عاقلة #ShireenAbuAkleh https://t.co/hbmejBuxX9"
2600,"Another gross org. embracing apartheid for $$. They have no problem  taking the apartheid regime org., @AJCGlobal 🩸💰in exchange for whitewashing #ApartheidIsrael. @ImranKhanPTI 🇵🇰 https://t.co/rWvvBXyHfy"
2601,An example of how the hypocrite western media covers the Zionist terrorist organization war crimes!!!! #IsraeliCrimes #ShireenAbuAkleh https://t.co/oefmOzTjou
2602,"@IDF The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2603,"Al Jazeera's reporter #ShireenAbuAkleh was deliberately fired by the #IsraeliOccupation forces this morning, a Palestinian family from Burin village, north the occupied West Bank, named her new-born baby Shireen. The western media has not reported this dehumanised incident. https://t.co/msMvioZIeO"
2604,"@ali_kheibari AlJazeera journalist Shireen Abu Akleh has been shot in face and killed recently by Israeli forces despite wearing a press vest.
Israeli forces must be responsible😡
#IsraeliCrimes
#Israel
#FreePalestine https://t.co/Xy0BwHprzR"
2605,"@LFischerBerlin @jeremycorbyn Why? Don't you believe the Israeli government. No neither do I.
#ApartheidIsrael"
2606,And join us on the streets of London on Saturday midday outside the BBC as we come together to demand an end to Israeli apartheid and justice for the Palestinian people. #FreePalestine #EndIsraeliApartheid
2607,"@thehill The Palestinian journalist #ShireenAbuAkleh savagely killed by #TerroristIsraeli today

#ThisIsIsrael #IsraeliCrimes #stopIsraeliTerrorism #BDS #EndIsraeliOccupation #stopkillingpalestinains https://t.co/HLFXDF0bbN"
2608,"#Israeli 
#IsraeliCrimes 
#IsraeliApartheid 
She was the voice of every Palestinian 
That's way Israel was secared Now what .?  THE KILLER SHOULD BE HANG TILL DEATH https://t.co/uRQJ14XreR"
2609,"starmer , nandy ,reeves lammy all quiet on the murder by #IsraeliTerrorism of an innocent journalist tells you all you need to know where that shower @LabourParty stand #IsraeliApartheid #StarmerOut #labourzionists"
