,tweet
2588,RT @SholaMos1: So #Israeli forces assassinating #ShireenAbuAqleh wasn’t evil enough?! They had to desecrate her funeral procession with vio…
2589,"@HananyaNaftali F.U.C.K you, you lier ... no matter how much you doctor the video both you and your oppressive colonial force, the truth will be revealed of how #IsraeliTerrorism in the form of their forces attacked pallbearers FIRST ... PALESTINE WILL BE FREE!
#IsraeliCrimes #IsraeliApartheid"
2590,"RT @Bob_cart124: Shireen Abu Akleh won't be the last Palestinian to die. 

Until the occupation ends native Arabs lives will be lost in lar…"
2591,"@GreggWmHill @GDanendraH @shusaleh80 @TonyKaron I'm part neanderthal, I'm entitled to a house in Europe #ApartheidIsrael"
2592,"@j_passenger @abdallah_fayyad Get your facts straight. Last I checked, @Israel #zionists and @IDF were calling for ethnic cleansing and palestinian genocide. 

too late to change the ""optics"". The whole world saw your savagery and barbarism

#boycottIsrael #BDS  #israeliapartheid #ZionismIsNazism"
2593,"Condemn #Israel's #CrimesAgainstHumanity
Stop the slaughter in #Gaza #WestBank #Jerusalem
@ABlinken @JoeBiden @KamalaHarris
@SenBobCasey @SenToomey @RepDwightEvans
https://t.co/LFmepRiKKC
Heed @PhillyBDS @ahunt4congress
#SaveSheikhJarrah
#FreePalestine 
Stop $ to #Israel now
#BDS https://t.co/Y85ZMukxyv"
2594,"For all the noobs ""shocked"" by #apartheidIsrael attacking mourners of a Palestinian they just murdered. Your inaction is the reason this happens. Enough is enough. The racist, apartheid state of Israel finally has to be held accountable for their grotesque human rights violations https://t.co/EAov0IejVV"
2595,RT @DocMartinDub: #IsraeliCrimes Hidden by the #MSM
2596,RT @reemnatsheh4: This is the reality of Israeli occupation! And anyone deny it not a human #IsraeliCrimes #IsraeliApartheid #Israel #Pales…
2597,"Condemn #Israel's #CrimesAgainstHumanity
Stop the slaughter in #Gaza #WestBank #Jerusalem
@ABlinken @JoeBiden @KamalaHarris
@SenBobCasey @SenToomey @RepDwightEvans
https://t.co/8da1b0IErG
Heed @PhillyBDS @ahunt4congress
#SaveSheikhJarrah
#FreePalestine 
Stop $ to #Israel now
#BDS https://t.co/tFLQci2faM"
2598,"RT @RobertR41182121: Palestine funeral team men, not afraid of the satanic #USTaxPaid armed genocidal #NAZI Gestapo | #BDS https://t.co/8yf…"
2599,"RT @AsmaMobeen3: Remember, time will never remain same. Today the western world is quiet on this oppression, brutality and terrorism. Tomor…"
2600,"RT @KateMario5: This is #Israel. No word to say. 
#ApartheidIsrael #IsraeliCrimes #IsraeliApartheid #Palestinian #Palestine #ShireenAbuAqla…"
2601,"RT @gomiriam63: That's so wrong &amp; that's why I believe in #BDS 
#FreePalestine from #TerroristIsrael"
2602,"Condemn #Israel's #CrimesAgainstHumanity
Stop the slaughter in #Gaza #WestBank #Jerusalem
@ABlinken @JoeBiden @KamalaHarris
@SenBobCasey @SenToomey @RepDwightEvans
https://t.co/LFmepRAm9c
Heed @PhillyBDS @ahunt4congress
#SaveSheikhJarrah
#FreePalestine 
Stop $ to #Israel now
#BDS https://t.co/rhZNGpAkcA"
2603,"Palestine funeral team men, not afraid of the satanic #USTaxPaid armed genocidal #NAZI Gestapo | #BDS https://t.co/4OE2B1mSYT https://t.co/8yfL4UCQbf"
2604,RT @RAbuhajjaj: Palestinian engineer Mohammad Fathya is undergoing treatment at Al-Makassed Hospital in occupied Jerusalem after #Israelioc…
2605,RT @BDSmovement: On #InternationalWorkersDay the Palestine New Federation of Trade Unions calls on unions globally to take 3 actions to sup…
2606,"RT @rula_z: @BrowneGareth @AFP #ApartheidIsrael fabricates news. No surprises. 

They wanted to prevent the image of #Palestinians honoring…"
2607,"#FreePalestine 

#BDS 

Fuck the #UVF https://t.co/TCo3YRzHzU"
2608,"RT @AyaIsleemEn: Abu Aisheh family in Hebron, they protected the Jews in 1929 massacre , now they live under the Israeli #occupation, #oppr…"
2609,@JoaquinCastrotx @OmarSShakir Since there won't be how about justice for ALL the people murdered by #ApartheidIsrael? Or all the ppl made homeless? U ever have to demolish your own home and make your family homeless? The Palestinian ppl have. Time for talk is over. #SanctionIsraelNow
2610,RT @RAbuhajjaj: Palestinian engineer Mohammad Fathya is undergoing treatment at Al-Makassed Hospital in occupied Jerusalem after #Israelioc…
2611,"@richimedhurst Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2612,"@GiladCohen_ If you criticize #israelicrimes publicly on Twitter the diplomats of this criminal regime will block you 😂

They are so weak they can’t tolerate any criticism that will damage their carefully curated image abroad. 

And yet they love &amp; celebrate democratic values? Yeah nice joke https://t.co/JIdzqIzsbL"
2613,"@de_jever Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2614,"RT @AyaIsleemEn: Abu Aisheh family in Hebron, they protected the Jews in 1929 massacre , now they live under the Israeli #occupation, #oppr…"
2615,"RT @NevoRkh: #ShireenAbuAqla
هذا هو #الاحتلال_الاسرائيلي و بس 
This is what the #Israel truly is !! 
#شيرين_ابو_عاقلة 
#ShireenAbuAqla 
#Is…"
2616,RT @ChrisRulon: I'm gonna tag all of your signs with #BDS
2617,"@GiladCohen_ This is what the embassy of #apartheidisrael does to Twitter users who publicly criticize their war crimes !!!

🤣🤣🤣🤣

Such a weak and pathetic country !!!!! https://t.co/meKfxNeJMa"
2618,"Condemn #Israel's #CrimesAgainstHumanity
Stop the slaughter in #Gaza #WestBank #Jerusalem
@ABlinken @JoeBiden @KamalaHarris
@SenBobCasey @SenToomey @RepDwightEvans
https://t.co/9cX9dMeoEq
Heed @PhillyBDS @ahunt4congress
#SaveSheikhJarrah
#FreePalestine 
#BDS https://t.co/W9OmKDk4uc"
2619,"Look at those flags throwing stones‼ 
Arrest the hearse driver for violent flag waving‼

🇵🇸#FreePalestine
#EndApartheid 
#EndSettlerColonialEthnoState
#BDS https://t.co/tlJtwE7BZP"
2620,The #genocide in #Palestine doesn't trouble you? Not condemning Israel doesn't trouble you? #ApartheidIsrael https://t.co/N34v1Iscrm
2621,"Condemn #Israel's #CrimesAgainstHumanity
Stop the slaughter in #Gaza #WestBank #Jerusalem
@ABlinken @JoeBiden @KamalaHarris
@SenBobCasey @SenToomey @RepDwightEvans
https://t.co/LFmepRAm9c
Heed @PhillyBDS @ahunt4congress
#SaveSheikhJarrah
#FreePalestine 
Stop $ to #Israel now
#BDS https://t.co/isI3R63qnV"
2622,Difference between German Nazis and Israeli Nazis! The world condemned the Germans but embrace the Israeli version. One just killed on mass the other every day so farfor 74 years!#Nakba74 #FreePalestine #ShireenAbuAkleh #IsraeliCrimes #IsraeliApartheid #Hebron #Jerusalem #Hitler
2623,RT @KateMario5: The only democracy in the middle east? it's just like a joke. I can't see any democratic principles in this video. can you?…
2624,"#NakbaDay since #15may1948

The day when 700.000 #Palestinians were expelled from their homeland by the #zionist_terrorism #IsraeliOccupation 

#15maggio
#15may
#NakbaDay

DAY OF THE CATASTROPHE https://t.co/8vYmQ9FNkB"
2625,"RT @MarwaEl94317678: @HindHassanNews Children, disabled people, doctors, and journalists — this UN report found that these Palestinians wer…"
2626,RT @MarwaEl94317678: @HindHassanNews The Palestinian journalist #YasserMurtaja who was shot by Israeli forces whilst covering a protest 4 y…
2627,#FreePalestine #ApartheidIsrael - @UN Shame on you https://t.co/BD8Uj2lYwv
2628,"@mikeyobr @UKChange Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2629,"Condemn #Israel's #CrimesAgainstHumanity
Stop the slaughter in #Gaza #WestBank #Jerusalem
@ABlinken @JoeBiden @KamalaHarris
@SenBobCasey @SenToomey @RepDwightEvans
https://t.co/YuOgRpXOEw
Heed @PhillyBDS @ahunt4congress
#SaveSheikhJarrah
#FreePalestine 
End $ to #Israel now
#BDS https://t.co/OjbMwqhRXp"
2630,RT @notalexisfloyd: went 2-0 today with the girls #BDS #bds8girls https://t.co/2sYWoko7z8
2631,"RT @Abbasahsan110: Where did the human rights organizations go?🥺💔
#ShireenAbuAkleh #USA #IsraeliCrimes #شيرين_ابو_عاقلة https://t.co/EPREry…"
2632,"@AviLeftonRead @nzfashion @shereen_allam @RiyaAlsanah @IL_police ok. large rocks. while holding a coffin. and flying a flag

do you really believe the shit you're spewing? i almost feel sorry for you.

#ZionismIsTerrorism
#ZionismIsNazism

#boycottisrael #BDS #freepalestine #IsraeliApartheid #IsraeliOccupation #IsraeliWarCrimes #FreePalestine"
2633,"RT @LevantineBaker: Israel is notorious for its treatment of the press and journalists. They've always harassed them, beat them, and tried…"
2634,"Condemn #Israel's #CrimesAgainstHumanity
Free #Gaza #WestBank #Jerusalem
@ABlinken @JoeBiden @KamalaHarris
@SenBobCasey @SenToomey @RepDwightEvans
https://t.co/1UkIVrtdpm
Heed @PhillyBDS @EnglishGaza @ahunt4congress
#FreePalestine 
Stop US taxpayer aid to #Israel now
#BDS https://t.co/lvhj4hflnp"
2635,RT @_ZachFoster: I was just walking through Damascus Gate and witnessed this senseless brutality and violence by the Israeli military polic…
2636,"RT @z_moose: Joke of the day
Knock knock 
Who’s there
The 2 state solution #FreePalestine #ApartheidIsrael https://t.co/sIsdnvDEAV"
2637,"RT @japNakFikir: The world is watching
#israel
#IsraeliCrimes https://t.co/osg3rWBJZs"
2638,@Abudhabi002 @JAMESo7o14o21 @SenSanders Yes they don't respect what flag her family chose for the coffin but they respect how her family chose to have the funeral transfered #oxymoron #ApartheidIsrael
2639,RT @reemnatsheh4: This is the reality of Israeli occupation! And anyone deny it not a human #IsraeliCrimes #IsraeliApartheid #Israel #Pales…
2640,RT @reemnatsheh4: This is the reality of Israeli occupation! And anyone deny it not a human #IsraeliCrimes #IsraeliApartheid #Israel #Pales…
2641,RT @RAbuhajjaj: Palestinian engineer Mohammad Fathya is undergoing treatment at Al-Makassed Hospital in occupied Jerusalem after #Israelioc…
2642,Shame on #Israel &amp; on the Western hypocrisy &amp; the most ineffective world body @UN. Words to condemn the #Genocide in #Palestine is not enough. #ApartheidIsrael https://t.co/QR4ykvO3iF
2643,"RT @MarwaEl94317678: @IlhanMN “‘I chose journalism to be close to the people,’ #ShireenAbuAkleh said in one video. ‘It might not be easy to…"
2644,"RT @Anas2292002: My mother always taught us that Palestine is a part of us, and now my little sister learned that from my mother💓A picture…"
2645,"RT @Abbasahsan110: Where did the human rights organizations go?🥺💔
#ShireenAbuAkleh #USA #IsraeliCrimes #شيرين_ابو_عاقلة https://t.co/EPREry…"
2646,"@ZionistsLPosts Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2647,"Write letter to @JustinTrudeau express rage at killing of #ShireenAbuAqla and Canadian silence &amp; complicity. End Canadian Support for Israeli military. #NoIDF4Canadians #Accountability #IsraeliCrimes 
 https://t.co/xVUG2ezMlV"
2648,"@RiverToSea48 Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2649,"RT @sswpzim: This scene will be ingrained in our memory forever.
#Nakba74
#Palestine194
#ShireenAbuAqla
#EndIsraeliApartheid https://t.co/B…"
2650,RT @RAbuhajjaj: Palestinian engineer Mohammad Fathya is undergoing treatment at Al-Makassed Hospital in occupied Jerusalem after #Israelioc…
2651,"@SenatorWong Israeli occupation thugs pulling Palestinian flags off #ShireenAbuAkleh's hearse
#IsraeliCrimes
#IsraeliApartheid
 https://t.co/InosDN22gw"
2652,"@frase13 @Susanna47098522 @mishtal @zarahsultana Oh please AGAIN incase you didn’t understand the first time, Criticism of the Israeli gov’s policies is in NO WAy an attack on Jewish people!This appears to be the only excuse you have to stop calling out the racist Gov’s policies and aparthied practices,pathetic #IsraeliCrimes https://t.co/rYHeyGBGxT"
2653,"@SenatorWong The closest video of the Israeli occupation thugs attacking the funeral procession of #ShireenAbuAkleh as the coffin was leaving the French hospital towards the cemetery
#IsraeliCrimes
#CrimesAgainstHumanity
 https://t.co/ocJETAcJDR"
2654,"@stldavis Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2655,"#IsraeliCrimes 
Click on the first link 👇
https://t.co/ciC6M4nlMO https://t.co/zdyDfoTjFb"
2656,"@SenatorWong This is the journalist was standing right next to #ShireenAbuAkleh when Israeli occupation snipers murdered her, her name is Satha
Hear her account of what happened.
#IsraeliCrimes
#CrimesAgainstHumanity
 https://t.co/AwVT6Uyt8r"
2657,RT @SholaMos1: So #Israeli forces assassinating #ShireenAbuAqleh wasn’t evil enough?! They had to desecrate her funeral procession with vio…
2658,"RT @ipsc48: 🇵🇸 Great turn out for our Moving Gallery, commemorating 74 years of #Nakba. Immense solidarity with the Palestinian people &amp; de…"
2659,"RT @Abbasahsan110: Where did the human rights organizations go?🥺💔
#ShireenAbuAkleh #USA #IsraeliCrimes #شيرين_ابو_عاقلة https://t.co/EPREry…"
2660,"RT @gomiriam63: That's so wrong &amp; that's why I believe in #BDS 
#FreePalestine from #TerroristIsrael"
2661,"@JustinTrudeau The closest video of the Israeli occupation thugs attacking the funeral procession of #ShireenAbuAkleh as the coffin was leaving the French hospital towards the cemetery
#IsraeliCrimes
#CrimesAgainstHumanity
 https://t.co/ocJETAcJDR"
2662,"@cjwerleman Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2663,"RT @APAN4Palestine: Tomorrow is Al #Nakba, the day commemorating the ongoing ethnic cleansing of #Palestinians. Mouna shared with us her st…"
2664,"RT @gomiriam63: That's so wrong &amp; that's why I believe in #BDS 
#FreePalestine from #TerroristIsrael"
2665,Though the most pressing question is: what on earth are the #IsraeliPolice doing at a #Palestinian funeral to start with? Let alone the funeral of someone they themselves murdered?! #ShireenAbuAkleh #IsraeliCrimes https://t.co/gy9DvVaZGn
2666,RT @MarwaEl94317678: @malonebarry @tomgara The closest video of the Israeli occupation thugs attacking the funeral procession of #ShireenAb…
2667,"@JustinTrudeau Israeli occupation thugs pulling Palestinian flags off #ShireenAbuAkleh's hearse
#IsraeliCrimes
#IsraeliApartheid
 https://t.co/InosDN22gw"
2668,"RT @gomiriam63: That's so wrong &amp; that's why I believe in #BDS 
#FreePalestine from #TerroristIsrael"
2669,"That's so wrong &amp; that's why I believe in #BDS 
#FreePalestine from #TerroristIsrael https://t.co/8Dc2EB3zvJ"
2670,"@JustinTrudeau ""I was able to convey the people's message and voice""
Al Jazeera correspondent #ShireenAbuAkleh spoke about her career and what it meant to her to report on the occupation.
#IsraeliCrimes
#CrimesAgainstHumanity
 https://t.co/r4t7DDYuTz"
2671,RT @RAbuhajjaj: Palestinian engineer Mohammad Fathya is undergoing treatment at Al-Makassed Hospital in occupied Jerusalem after #Israelioc…
2672,"RT @BDSmovement: Media studies and journalism faculties, departments, and programs should: 

- Respect the Palestinian #BDS call by ending…"
2673,"@HSajwanization It's you as #ApartheidIsrael apologist who people condemn, hassoona! Do you get it?"
2674,"😂😂😂😂
FOLLOW US ON TWITTER @newslife4you 

AND FOLOW US TOO ON INSTAGRAM CLICK ON LINK:

https://t.co/hadzlSjiDC

#AMVCA #amphibia #amphibiaspoilers #IStandWithJohnnyDepp #IsraeliCrimes #ısrael #PINTOAWARDS #PROOF_TRACKLIST1 #USA #TEENLEAK #TheWilds #lunaterra #UST https://t.co/q5hwUpvCkw"
2675,"RT @Asser_Saleh: That.

#IsraeliCrimes #IsraeliApartheid #PalestinianLivesMatter #SherineAbuAqleh #Eurovision https://t.co/wB19q0mqDF"
2676,RT @Tax_Dodge_Hodge: @SecBlinken It happens all the time and the only reason that you are commenting on it was because she was an American…
2677,"@RaniaKassi @mdubowitz @FDD You requesting impunity for #ApartheidIsrael for violations of international law under the US protection. 

Like "" I will do anything I want and US cover my crimes""

Shame on @FDD and you @mdubowitz"
2678,"@IsraelinJapan I don’t see thousands of people in western capitals pouring out into the streets to shout their support for #apartheidisrael #losing 

😂😂😂 https://t.co/IFsjyfQeDU"
2679,"RT @GazaEssa: Syria urges UN, Security Council to clearly condemn Israel's attacks on its sovereignty

#BoycottIsrael #BDS #BoycottIsraelGo…"
2680,"@JustinTrudeau Israeli occupation thugs pulling Palestinian flags off #ShireenAbuAkleh's hearse
#IsraeliCrimes
#IsraeliApartheid
 https://t.co/InosDN22gw"
2681,"@EstherR65007144 @JustinTrudeau Israeli occupation thugs pulling Palestinian flags off #ShireenAbuAkleh's hearse
#IsraeliCrimes
#IsraeliApartheid
 https://t.co/InosDN22gw"
2682,"#Sheerin_Abu_Aqla is murdering her isn't inough. So they are having issues with people giving condolences to her. Palestinian are suffering for the crime they committed by sheltering Zionist terrorists when Hitl*r kick them out. 🤬🤬🤬🤬
#IsraeliCrimes #Palestine #شيرين_ابو_عاقلة https://t.co/Yfv9RGronp"
2683,"@simoncoveney @dfatirl @irishmissionun Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2684,RT @freedompalest1: Zionest Israeli settlers occupying a Palestinian native house in Hebron city of Palestine today simply by moving in the…
2685,"@JustinTrudeau The closest video of the Israeli occupation thugs attacking the funeral procession of #ShireenAbuAkleh as the coffin was leaving the French hospital towards the cemetery
#IsraeliCrimes
#CrimesAgainstHumanity
 https://t.co/ocJETAcJDR"
2686,"RT @MirBahmanyar: Op-Ed: When will Israel recognize Palestinian nationalism?  https://t.co/JLfPg5VHmr 
#Palestinians #ApartheidIsrael #Shir…"
2687,RT @nw_nicholas: Don’t forget that in the Queen’s Speech the tories plan to legislate to make it illegal for your local authority to refuse…
2688,"@OmarSShakir Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2689,"@EstherR65007144 @JustinTrudeau The closest video of the Israeli occupation thugs attacking the funeral procession of #ShireenAbuAkleh as the coffin was leaving the French hospital towards the cemetery
#IsraeliCrimes
#CrimesAgainstHumanity
 https://t.co/ocJETAcJDR"
2690,"Armed to the teeth and afraid of the dead

#IsraeliTerrorism https://t.co/19FVHrV2Xa"
2691,RT @freedompalest1: Can’t forget this scenery of this child running to catch walking in his father funeral in Gaza- Palestine. This broke o…
2692,"@SecBlinken #Muslims worldwide should implement #BDS #Israel for its #Apartheid policies towards #Palestinians.
2Billion consumers make a difference. For example, boycot #Intel, which recently invested $5B in Israeli tech cos. Buy #AMD based computers. AMD doesn't have a presence in Israel."
2693,"RT @InsideArabia: “Confront mourners”? 
“Police clashing with mourners”? 
“Tussling”? 
Really, @CBSNews?

The world watched #IsraeliCrimes…"
2694,"RT @z_moose: Joke of the day
Knock knock 
Who’s there
The 2 state solution #FreePalestine #ApartheidIsrael https://t.co/sIsdnvDEAV"
2695,RT @4noura: My contempt is not for the ardent #ApartheidIsrael apologists whose propaganda is predictable but 4the liberals who name injust…
2696,"Op-Ed: When will Israel recognize Palestinian nationalism?  https://t.co/JLfPg5VHmr 
#Palestinians #ApartheidIsrael #ShireenAbuAkleh"
2697,"RT @4noura: Pay attention that this propaganda is not just committed apology for #ApartheidIsrael but is rooted in anti-Palestinian racism,…"
2698,"RT @LevantineBaker: Israel is notorious for its treatment of the press and journalists. They've always harassed them, beat them, and tried…"
2699,"@denipauls @JustinTrudeau The closest video of the Israeli occupation thugs attacking the funeral procession of #ShireenAbuAkleh as the coffin was leaving the French hospital towards the cemetery
#IsraeliCrimes
#CrimesAgainstHumanity
 https://t.co/ocJETAcJDR"
2700,RT @_ZachFoster: I was just walking through Damascus Gate and witnessed this senseless brutality and violence by the Israeli military polic…
2701,"@denipauls @JustinTrudeau Israeli occupation thugs are attacking Palestinians during the funeral of killed Al Jazeera journalist
 #ShireenAbuAkleh 
They literally executed her then attacked her coffin.
 #IsraeliCrimes
#CrimesAgainstHumanity
 https://t.co/DiC6OA8sCE"
2702,"RT @KurtWeithaler: So, not just show me your papers, but show me your hijab!
The Palestinian flag is Banned in Occupied Palestine???
A brut…"
2703,"RT @syedabaqri: Palestinians are not allowed to live in peace nor allowed to die in peace.💔
This is the real inhumane barbaric face of #Isr…"
2704,"@OnlinePalEng It's deeply disturbing what Israel has been doing to Palestinians for over 70 years.
Not just now.
Open your fuckin eyes up 
#RiverToTheSeaPalestineWillBeFree
#FreePalestine #EndIsraeliApartheid #ItsNotWarItsGenocide"
2705,"RT @NSanabel: ...Unforgettable painfully scene

#ShireenAbuAqla
#شيرين_أبوعاقلة
#شيرين_ابو_عاقلة
#IsraeliCrimes
#IsraelTerrorism
#FreePales…"
2706,"RT @timand2037: #ApartheidIsrael which occupies part of southern #Syria, just missile attacked Syria's central region killing 5 civilians a…"
2707,RT @TheSummerNews2: Attack on the crowd attending the funeral procession of slain Palestinian journalist of Al Jazeera Shireen Abu Akleh by…
2708,RT @ShamaAh88661370: @Jackiew80333500 @campbell582000 @Keir_Starmer Boycott Israel. Pass it on. #BDS
2709,"RT @LevantineBaker: Israel is notorious for its treatment of the press and journalists. They've always harassed them, beat them, and tried…"
2710,RT @SocialistAnyDay: We will never forget this. #BDS https://t.co/mZhuKpA8y0
2711,RT @rula_z: @S_jazi @HagaiElAd #Palestinians carrying her for the funeral procession to the toll of church bells &amp; Allahu Akbar gave us a v…
2712,"Barbaric Israeli Police Attack on Christian Funeral for Slain US Reporter Shireen Abu Akleh Shocks World https://t.co/O470P7jHPW
Anyone who is shocked has not been paying attention, or has bought into Israeli propaganda
#ApartheidIsrael"
2713,"@Fridays4future @polizeiberlin Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2714,@AJEnglish @wok6808 @ajimran Absolute filth !  #BoycottIsrael     #Israelithugs #IsraeliWarCrimes  ... https://t.co/38qFcoNJVq
2715,"RT @Engzaidsubhi: israel killing a press
#شيرين_ابو_عاقلة 
#ShireenAbuAkleh 
#IsraeliCrimes #IsraelTerrorism https://t.co/m0NTJWYTYI"
2716,"@wesstreeting Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2717,"@ChloeSchlosberg Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2718,"RT @japNakFikir: The world is watching
#israel
#IsraeliCrimes https://t.co/osg3rWBJZs"
2719,"this is ones proof how beloved and wellknown are #ShireenAbuAkleh amongs palestine people..
i've seen the video along time ago of a bunch israel's sniper from a roof top targeting a palestinian childs who's playing soccer,they free shot just for exercises.#IsraeliCrimes https://t.co/ofKfhZ5g8u"
2720,Take Action: Demand justice for  Renowned Palestinian-American Journalist Shireen Abu Akleh.  #ShireenAbuAkleh #IsraeliWarCrimes #EndIsraeliApartheid  https://t.co/mWxcGJISNg
2721,"That.

#IsraeliCrimes #IsraeliApartheid #PalestinianLivesMatter #SherineAbuAqleh #Eurovision https://t.co/wB19q0mqDF"
2722,"@MrEvanRoss @BernieSanders @daveweigel @RitchieTorres @ShontelMBrown Criticizing Israel is not antisemitic and that’s a real progressive cause, #BDS"
2723,RT @paulinepark: #DebHaaland is the first #NativeAmerican presidential cabinet secretary but while her efforts to address the issue of the…
2724,"@StanleyCohenLaw Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2725,"@ArtAHammer The world needs to try, you don't just let a psychopath run wild. #IsraeliCrimes #IsraeliTerrorism #FreePalestine from the river to the sea. 
https://t.co/X0JiIih9S7"
2726,"RT @NSanabel: ...Unforgettable painfully scene

#ShireenAbuAqla
#شيرين_أبوعاقلة
#شيرين_ابو_عاقلة
#IsraeliCrimes
#IsraelTerrorism
#FreePales…"
2727,"EverWonder Who Is Dumber:An #Apartheidisrael Supporter Or An Lf Supporter?
&amp; Who Is Creepier:A #CreepyLobby Pig Or A #zionistScum Supporter?
#zionistCrimes #AiPAC #israeliCrimes #HumanRightsViolations #Corruption #CorruptCorporations"
2728,"RT @TreelittleTree: Israel Has No Shame!

#ShireenAbuAqleh #FreePalestine #IsraeliOccupation @AJEnglish @AJENews"
2729,RT @Harley_Ride: Journalists like Shireen Abu Akleh are repeatedly targeted for reporting the reality of this brutal occupation. The silenc…
2730,"#DebHaaland is the first #NativeAmerican presidential cabinet secretary but while her efforts to address the issue of the Indian boarding schools are admirable, she hypocritically supports #ApartheidIsrael's #genocide in #Palestine:
https://t.co/uxoXi54eLS
https://t.co/EEg8ZiJNyR"
2731,"RT @japNakFikir: The world is watching
#israel
#IsraeliCrimes https://t.co/osg3rWBJZs"
2732,"@drosepali Keep spreading the good word 

#ZionismIsTerrorism
#ZionismIsNazism

#boycottisrael #BDS #freepalestine #IsraeliApartheid #IsraeliOccupation #IsraeliWarCrimes"
2733,"RT @LisaBforJustice: It WAS a peaceful procession UNTIL the #Israeli police brutally attacked mourners. It was not some mild ""intrusion"". #…"
2734,"#NakbaDay #Nakba74
#Canada #ApartheidIsrael

Every wonder ""What is the deal with Israel?"" 

Here you go:
https://t.co/IcnsRXP1xt"
2735,"@Keir_Starmer Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2736,"@SanaSaeed Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2737,The real terrorist #IsraeliCrimes #isreal_terrorism #IsraeliApartheid #IsraeliOccupation https://t.co/6E537wIUxl
2738,"@Tibou33969029 Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2739,"@sordo44 @AminJarrar1 Excellent never better said.
#FreePalestine 
#IsraeliCrimes"
2740,"When Shireen's family wanted to complete the burial programme, the Israeli security forces turned up at the family compound to beat mourners and casket bearers alike. Even in death, there was no peace. #ApartheidIsrael #ShireenAbuAkleh https://t.co/lTCVngDSiV"
2741,RT @Harley_Ride: Journalists like Shireen Abu Akleh are repeatedly targeted for reporting the reality of this brutal occupation. The silenc…
2742,"RT @japNakFikir: The world is watching
#israel
#IsraeliCrimes https://t.co/osg3rWBJZs"
2743,"@linayevaa Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
2744,"RT @InsideArabia: We fixed it for you, @nytimes. Careful, your bias is showing.

Palestinian-American #ShireenAbuAkleh was killed by #Israe…"
2745,"@abierkhatib Palestinians are humans. If We get attacked at our mosque for praying and We fight back, We are Ukrainian like “ defenders of our existence “ and NOT antisemite.
#ShireenAbuAqla 
#EndIsraeliApartheid 
#BDS"
