,tweet
22,"@sierrabravopak @OnlinePalEng #ApartheidIsrael is the only country in whole world where apartheid policy is used to target ethnic minorities especially Palestinians. Palestinians are not stealing Lands, or houses or Rights of Israelis. They are simply protesting and claiming what rightfully theirs."
23,"In FRG, they used stupid shouts of 5 teenagers 2 weeks ago to label an entire demostration of 1000s as ""#antisemitic"".
Why do people respect these mendacious smears vs. anyone who criticizes #apartheidIsrael?
Fight all #racism, don't accept blanket smears
https://t.co/SVYWtMlHvg"
24,"The West’s blanket boycotts and sanctions against Russia while continuing its complicity in Israel’s apartheid and settler colonialism against Palestinians is racist, enraging and hypocritical. 

As we mark #Nakba74 escalate #BDS pressure against apartheid Israel! https://t.co/dRWo8D9k42"
25,"HYUNDAI SHAME ON YOU  #BoycottHyundai
HYUNDAI SHAME ON YOU  #BoycottHyundai
HYUNDAI SHAME ON YOU  #BoycottHyundai
HYUNDAI SHAME ON YOU  #BoycottHyundai
HYUNDAI SHAME ON YOU  #BoycottHyundai
@Hyundai you are partner in #israelicrimes demolishing homes in occupied #Palestine"
26,Journalists like Shireen Abu Akleh are repeatedly targeted for reporting the reality of this brutal occupation. The silencing of #Palestinian voices should alarm all who value free speech #BDS https://t.co/wRh64rslTq
27,"@JuFoDIG @FridayForFuture @Fridays4future #ApartheidIsrael confirmed
2022 UN Human Rights Council 
2022 Amnesty International 
2021  Human Rights Watch
2021  B'tselem 
2020 Yesh Din
2002 Desmond Tutu
1976 Yitzhak Rabin
1967 David Ben-Gurion https://t.co/hHeWztv7t5"
28,Journalists like Shireen Abu Akleh are repeatedly targeted for reporting the reality of this brutal occupation. The silencing of #Palestinian voices should alarm all who value free speech #BDS https://t.co/wRh64rslTq
29,"#BDS Pressure Works!

@HP-branded companies end major contracts with apartheid Israel, including Aviv System for population database.

Let's escalate our campaign to end @HPE's remaining contract with Israeli police and prison services.

https://t.co/FzotdS5va9 https://t.co/jSywAo1ln9"
30,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/flFq6QI5j3"
31,"""You simply cannot be a liberal democracy if you operate apartheid over another people. It is a contradiction in terms because Israel’s entire society is complicit in this unjust reality.""

Former AG of Israel confirms apartheid.
#EndIsraeliApartheid
https://t.co/GqzM5K3Bgf"
32,"‘The truth is that a decades-long occupation can only survive through wanton - sometimes random, sometimes carefully calibrated - acts of terror to keep the subject population fearful and subdued.’@Jonathan_K_Cook #ApartheidIsrael #ShireenAbuAqleh https://t.co/o6y6bxeXeE"
33,British PM Balfour - conservative party - confirming set up of #ApartheidIsrael with Lord Rothschild who had requested it be done https://t.co/t0SjhvQXyM
34,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
35,"Palestine will be free Inshallah. 
#FreePalestine #IsraeliCrimes
   #اسرائیل_نامنظور https://t.co/qr1Ag1ayRW"
36,"Palestine will be free Inshallah. 
#FreePalestine #IsraeliCrimes
   #اسرائیل_نامنظور https://t.co/qr1Ag1ayRW"
37,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/qXuu2OXsAu
38,"related to commemorating the Nakba.

Police surrounded about 30 activists for an hour and banned a flashmob and all activities under the pretext of banning anti-Semitic slogans. 
#ShereenAbuAqleh #ICC4Israel #ApartheidIsrael #BDS https://t.co/hlFohajW2t"
39,"#Nakba74 #NakbaDay #Palestine 

#Jews for #FreePalestine #Gaza
Against #IsraeliCrimes 
#ShireenAbuAqleh RIP
@JewishPeace @JewishNz https://t.co/OMWQvn8GJa"
40,"We can't accept Israel on any cost ..imported govr listen this too ..
Israel the most hateful and terrorist country
#IsraeliCrimes
#اسرائیل_نامنظور https://t.co/sEUpdRzkxO"
41,"We can't accept Israel on any cost ..imported govr listen this too ..
Israel the most hateful and terrorist country
#IsraeliCrimes
#اسرائیل_نامنظور https://t.co/sEUpdRzkxO"
42,"Those supporting the #BDS boycott of the only free and democratic state in the MENA region #Israel - must be so proud.

They join Iran, the Taliban, Hezbollah, Hamas, Islamic Jihad, ISIS, Al Qaeda, Al-Shabaab, North Korea, Syria and Boko Haram in hating Jews.

Go team terrorist!"
43,"Really? He just shot into thin air. What about Ali her producer who was shot in the back before her? Not only are these #terrorists murderers, they are lying murderers. #ApartheidIsrael https://t.co/Ts6AEWEPxH"
44,British PM Balfour - conservative party - confirming set up of #ApartheidIsrael with Lord Rothschild who had requested it be done https://t.co/t0SjhvQXyM
45,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
46,"""You simply cannot be a liberal democracy if you operate apartheid over another people. It is a contradiction in terms because Israel’s entire society is complicit in this unjust reality.""

Former AG of Israel confirms apartheid.
#EndIsraeliApartheid
https://t.co/GqzM5K3Bgf"
47,"Seems as though human rights situation is getting worse in #Kashmir and I note the ever increasing close relationship between #India and #Israel... no doubt sharing tactics of oppression

#ApartheidIsrael 

https://t.co/uPrbiMeyD3"
48,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/NTqG12b3j0"
49,"Today, we commemorate 74 years of the AL NAKBA, one of the most devastating events that international oppression left on the Palestinian people. #alnakba #ApartheidIsrael https://t.co/Sw69dF43Xq"
50,"@AliAbunimah ""On 21 July 2014 an Israeli rocket hit the Al-Salam tower in #Gaza City and killed, among others, German citizen Ibrahim Kilani, his wife and their five children aged four to twelve years. "" 
Racist murder: widespread in #ApartheidIsrael, funded by EU
https://t.co/JU3sIO8OvJ"
51,"Today in Limerick we @ipsc48 stood with the Palestinian people, commemorated 74 years of Nakba, remembered last years murderous attack on Gaza and of course mourned journalist Shireen Abu Akleh murdered by Israel last week. We stand against apartheid. #Nakba74 #FreePalestine #BDS https://t.co/HuCJJzYE2D"
52,"Check the label when you shop🛒 #BoycottIsrael Look for origin. Boycott produce made in israel, West Bank, Jordan Valley, Golan Heights and settlement produce. Look at the barcode do not buy products starting with the numbers 729! #Boycott Israel to #FreePalestine 🇵🇸 🇵🇸🇵🇸 https://t.co/RLNFXFvNKF"
53,"@YounesArar2 Why do they do this destruction? How can it be justified, even by the Zionists' twisted logic? #ApartheidIsrael #BDS"
54,"@yarahawari This is the story of every #Palestinian living under occupation. 

This is why no amount of oppression by #ApartheidIsrael will ever erradicate our desire for our liberation.

This is why those exiled will return.

 #FreePalestine 

#Nakba74"
55,"Palestine will be free Inshallah. 
#FreePalestine #IsraeliCrimes
   #اسرائیل_نامنظور https://t.co/qr1Ag1ayRW"
56,"Today in Limerick we @ipsc48 stood with the Palestinian people, commemorated 74 years of Nakba, remembered last years murderous attack on Gaza and of course mourned journalist Shireen Abu Akleh murdered by Israel last week. We stand against apartheid. #Nakba74 #FreePalestine #BDS https://t.co/HuCJJzYE2D"
57,"Demonstrations in Toronto, Canada in support of Palestine.
#Nakba74 #NakbaDay #Palestine #FreePalestine #free #Jerusalem #Israel #IsraeliCrimes #CrimeMinister #crime #CrimesAgainstHumanity https://t.co/G445yyCvmm"
58,Let the world see how disgusting and inhumane they are yet constantly try and prohect that on us to excuse their crimes. #FreePalestine #ShireenAbuAkleh #IsraeliCrimes https://t.co/BUUgPjNmQ6
59,"@_LFI @MeravMichaeli @HavodaParty @steve_mccabe I struggle to find the words to express my disgust at this. 
#IsraeliCrimes"
60,"@ahatanhel From an Jewish Israeli citizen, THANK YOU for posting this. Human rights groups have correctly called this #Apartheid.

We need a global #BDS campaign to #EndIsraeliApartheid"
61,"UN Experts: “The international community must…exert available diplomatic, political and economic measures prescribed by the UN Charter to bring Israeli violations to a halt.” #EndIsraeliApartheid 
https://t.co/cySkcvwjfw https://t.co/MFdYASB5Rz"
62,"""You simply cannot be a liberal democracy if you operate apartheid over another people. It is a contradiction in terms because Israel’s entire society is complicit in this unjust reality.""

Former AG of Israel confirms apartheid.
#EndIsraeliApartheid
https://t.co/GqzM5K3Bgf"
63,"@YounesArar2 Why do they do this destruction? How can it be justified, even by the Zionists' twisted logic? #ApartheidIsrael #BDS"
64,"Palestine will be free Inshallah. 
#FreePalestine #IsraeliCrimes
   #اسرائیل_نامنظور https://t.co/qr1Ag1ayRW"
65,#ApartheidIsrael #ToryScum. Who knew? https://t.co/l5z1zn4IeE
66,"Palestine will be free Inshallah. 
#FreePalestine #IsraeliCrimes
   #اسرائیل_نامنظور https://t.co/qr1Ag1ayRW"
67,"On #NakbaDay we remember the crimes perpetrated by the Zionist colonial regime against the Palestinian people, as well as their continued resistance, 74 years later.
#NakbaDay #Nakba74 #FreePalestine #EndIsraeliApartheid https://t.co/WeIVwUqii8"
68,"#BDS Pressure Works!

@HP-branded companies end major contracts with apartheid Israel, including Aviv System for population database.

Let's escalate our campaign to end @HPE's remaining contract with Israeli police and prison services.

https://t.co/FzotdS5va9 https://t.co/jSywAo1ln9"
69,"Israeli occupation bulldozers demolished the house of the Palestinian citizen, Khalil Afana, in the village of al-Daiyouk al-Tahta, eastern Jericho city. #FreePalestine #IsraeliTerrorism https://t.co/3XcUBXBKLh"
70,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
71,"‘The truth is that a decades-long occupation can only survive through wanton - sometimes random, sometimes carefully calibrated - acts of terror to keep the subject population fearful and subdued.’@Jonathan_K_Cook #ApartheidIsrael #ShireenAbuAqleh https://t.co/o6y6bxeXeE"
72,"Reading out the names of the 55 journalists, they are killed by israeli occupation regime 
#FreePalestine 
#IsraeliTerrorism
#ShireenAbuAqleh https://t.co/Rzyfqe0gqr"
73,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
74,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
75,"@business 🧐Thinly-veiled threat from Citi. Inflation is BS💩 when clearly Counterfeit👌🏻Israel🇩🇪Bauers are hoarding 🌍Africa’s wealth via birthright✊🏿identity &amp; inheritance 💵 thefts. #RothschildGate #SaxeCoburgGotha #GreatReset
#BDS #SettlerColonialRacists
#ReparationsNow #CutTheCheck https://t.co/X9c48o0icC"
76,"Palestine will be free Inshallah. 
#FreePalestine #IsraeliCrimes
   #اسرائیل_نامنظور https://t.co/qr1Ag1ayRW"
77,"Today, we commemorate 74 years of the AL NAKBA, one of the most devastating events that international oppression left on the Palestinian people. #alnakba #ApartheidIsrael https://t.co/Sw69dF43Xq"
78,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
79,"Palestine will be free Inshallah. 
#FreePalestine #IsraeliCrimes
   #اسرائیل_نامنظور https://t.co/qr1Ag1ayRW"
80,"related to commemorating the Nakba.

Police surrounded about 30 activists for an hour and banned a flashmob and all activities under the pretext of banning anti-Semitic slogans. 
#ShereenAbuAqleh #ICC4Israel #ApartheidIsrael #BDS https://t.co/hlFohajW2t"
81,"@McDonalds waiting for you to follow your values in Israel as well or is it okay if the Jews are the oppressors???

#StandUp4HumanRights #HRW #IsraeliCrimes #ApartheidIsrael https://t.co/ubevd2ZBim"
82,"all in the name of trying to illegitimately and illegally make a jewish state~
https://t.co/DoAIKrXwnz
Won't let them live and bury. Even Isis had more decency wouldn't you agree @giladerdan1 @nedprice 
#ICC4Israel 
#BDS 
#ApartheidIsrael 
#Genocide 
Not #Ukraine , but #Palestine"
83,"Palestine will be free Inshallah. 
#FreePalestine #IsraeliCrimes
   #اسرائیل_نامنظور https://t.co/qr1Ag1ayRW"
84,"The latest legal victory of the Palestinian solidarity movement in Canada is a small but important step in the long march to freedom for the Palestinian people.

https://t.co/vJNNrfXRtf #freePalestine #ApartheidIsrael #cdnpoli"
85,"""You simply cannot be a liberal democracy if you operate apartheid over another people. It is a contradiction in terms because Israel’s entire society is complicit in this unjust reality.""

Former AG of Israel confirms apartheid.
#EndIsraeliApartheid
https://t.co/GqzM5K3Bgf"
86,"Check the label when you shop🛒 #BoycottIsrael Look for origin. Boycott produce made in israel, West Bank, Jordan Valley, Golan Heights and settlement produce. Look at the barcode do not buy products starting with the numbers 729! #Boycott Israel to #FreePalestine 🇵🇸 🇵🇸🇵🇸 https://t.co/RLNFXFvNKF"
87,Criminal being #israel #IsraeliCrimes #ShireenAbuAkleh #شرين_ابو_عاقلة
88,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
89,Occupation Israel is using @Hyundai to demolish Palestinian homes &amp; land #BOYCOTTISRAEL #BoycottHyundai !! Shame on @Hyundai #Justiceforshireen  Stop demolishing Palestine !
90,"74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians living under Israel's apartheid. 

We must stand against this racist system and loudly say #EndIsraeliApartheid https://t.co/RG6T9pkifN"
91,"UN Experts: “The international community must…exert available diplomatic, political and economic measures prescribed by the UN Charter to bring Israeli violations to a halt.” #EndIsraeliApartheid 
https://t.co/cySkcvwjfw https://t.co/MFdYASB5Rz"
92,"Palestine will be free Inshallah. 
#FreePalestine #IsraeliCrimes
   #اسرائیل_نامنظور https://t.co/qr1Ag1ayRW"
93,WHO ATTACKS A FUNERAL? #IsraeliCrimes #ShireenAbuAkleh https://t.co/rOzOOsq5Yt
94,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
95,You are a hypocrite to label Russia a terrorist state and keep mute on Israelis brutalities 🇵🇸 must be rescued. #IsraeliCrimes #RussianArmy
96,Pro-Palestine activists held a rally in the city of Manchester in commemoration of the 1948 Nakba. #PalestineWillBeFree #freepalestine #IsraeliTerrorism #NakbaDay https://t.co/Cr7qoS9vAo
97,"Israeli occupation bulldozers demolished the house of the Palestinian citizen, Khalil Afana, in the village of al-Daiyouk al-Tahta, eastern Jericho city. #FreePalestine #IsraeliTerrorism https://t.co/3XcUBXBKLh"
98,Pro-Palestine activists held a rally in the city of Manchester in commemoration of the 1948 Nakba. #PalestineWillBeFree #freepalestine #IsraeliTerrorism #NakbaDay https://t.co/Cr7qoS9vAo
99,"Palestine will be free Inshallah. 
#FreePalestine #IsraeliCrimes
   #اسرائیل_نامنظور https://t.co/qr1Ag1ayRW"
100,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
101,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
102,"UK ACTION ALERT   Stop Israel’s Forcible Transfer of Palestinians

#EndIsraeliApartheid 

https://t.co/xBPz8AZgOX"
103,"Across the world, #Israel &amp; allies are cracking down on attempts to hold it to account for its war crimes. In the UK, the government is now seeking to ban #BDS. We will fight this, but we need you to join us. 

Become a member of PSC today👉 https://t.co/NXhe43qgfh #FreePalestine https://t.co/W1o8uwEth4"
104,"too many similarities between south african apartheid and israeli apartheid to ignore ...
#STOPISRAELIAPARTHEID  #STOPISRAELICRIMES https://t.co/6t11E05tEk"
105,@_AhmedQuraishi @fawadchaudhry @PTVNewsOfficial I hope state institutions will condemn Ahmed Quraishi for his lobbying for the recognition of #ApartheidIsrael &amp; won't hire him for anything ever. Israel is committing Nazi like crimes against #Palestinians &amp; attacking Al-Aqsa.This dollar hungry lobbyist has no humanity or honor.
106,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
107,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
108,Israel-Palestine: Anti-boycott bill threatens British democracy - https://t.co/rDlsC8omj6 #Palestine #BDS https://t.co/v40XnHCauQ
109,"#BDS Pressure Works!

@HP-branded companies end major contracts with apartheid Israel, including Aviv System for population database.

Let's escalate our campaign to end @HPE's remaining contract with Israeli police and prison services.

https://t.co/FzotdS5va9 https://t.co/jSywAo1ln9"
110,@qas58 @_AhmedQuraishi Lie generating pro-zionist lobby at work. May Allah give them hidayat and/or protect us from their evil. #AhmedQuraishi went against the policy of Quaid e Azam. #IK was removed not just for refusing to give US bases or Russia visit but also for not recognizing #ApartheidIsrael.
111,"Today, we commemorate 74 years of the AL NAKBA, one of the most devastating events that international oppression left on the Palestinian people. #alnakba #ApartheidIsrael https://t.co/Sw69dF43Xq"
112,"related to commemorating the Nakba.

Police surrounded about 30 activists for an hour and banned a flashmob and all activities under the pretext of banning anti-Semitic slogans. 
#ShereenAbuAqleh #ICC4Israel #ApartheidIsrael #BDS https://t.co/hlFohajW2t"
113,"How Israel Killed a Journalist, Then Spun Her Death
#ShireenAbuAkleh #ICC4Israel #ApartheidIsrael #BDS
https://t.co/A08Z8xGL8N"
114,"The West’s blanket boycotts and sanctions against Russia while continuing its complicity in Israel’s apartheid and settler colonialism against Palestinians is racist, enraging and hypocritical. 

As we mark #Nakba74 escalate #BDS pressure against apartheid Israel! https://t.co/dRWo8D9k42"
115,@Israellycool @adamlevine @maroon5 You mean Israelis forcefully occupied territory #Palestine. In’Sha’Allah we will visit it when Palestinian will be free. The time is not far and it is coming soon 🔜. #IsraeliCrimes #IsraeliTerrorists #IsraeliWarCrimes #PalestineWillBeFree #PakistanStandsWithPalestine
116,What a turn over for #Germany in 80 years? From hating Jews to appeasing Jews! #Palestine #IsraeliCrimes https://t.co/OYYG2ky3XO
117,"Today, we commemorate 74 years of the AL NAKBA, one of the most devastating events that international oppression left on the Palestinian people. #alnakba #ApartheidIsrael https://t.co/Sw69dF43Xq"
118,"Baby TEN Don't Stop

#BABYDONTSTOP #BDS
#TEN #TAEYONG
#NCT_U #NCT2018 https://t.co/5w5TyDn7U7"
119,"@prclondon @KarimNK96 Let's stop calling blatant thieves &amp; thugs 'settlers'. #Israel is a racist occupying force &amp; the stealing of #Palestinian homes &amp; land is state sanctioned violence aided by political &amp; financial support from #UK, #US &amp; the #EU
#FreePalestine Stop support for #ApartheidIsrael #BDS"
120,"Palestine will be free Inshallah. 
#FreePalestine #IsraeliCrimes
   #اسرائیل_نامنظور https://t.co/qr1Ag1ayRW"
121,"Pro-Palestinian groups in South Africa came together to commemorate 74 Years of Al Nakba and to remember the brave journalist and martyr Shireen Abu Akleh🇵🇸✊

Vid: PSC UP on TikTok @psc_up 

#FreePalestine #IsraeliCrimes #alnakba #Nakba74 #HumanRights https://t.co/He8rXhIZoZ"
122,@ShireenMazari1 @_AhmedQuraishi @OfficialDGISPR I hope state institutions will condemn Ahmed Quraishi for his lobbying for the recognition of #ApartheidIsrael &amp; won't hire him for anything ever. Israel is committing Nazi like crimes against #Palestinians &amp; attacking Al-Aqsa.This dollar hungry lobbyist has no humanity or honor.
123,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
124,"UN Experts: “The international community must…exert available diplomatic, political and economic measures prescribed by the UN Charter to bring Israeli violations to a halt.” #EndIsraeliApartheid 
https://t.co/cySkcvwjfw https://t.co/MFdYASB5Rz"
125,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
126,@ChanukahZ @anilaali @Israellycool @adamlevine @maroon5 @Isaac_Herzog @ammwecofficial @sharakango No happening mate unless #Palestine is freed from these Israeli Zionists. #pakistanstandswithpalestine #IsraeliCrimes #PalestineWillBeFree
127,"Israel continues to dispossess Palestinians &amp; deny millions of refugees—many languishing generation after generation in camps KMs from their ancestral homes—the right to return while allowing, even encouraging, Jewish citizens of other states to immigrate #EndIsraeliApartheid 2/2 https://t.co/46fgeDpdWk"
128,"Today, we commemorate 74 years of the AL NAKBA, one of the most devastating events that international oppression left on the Palestinian people. #alnakba #ApartheidIsrael https://t.co/Sw69dF43Xq"
129,"related to commemorating the Nakba.

Police surrounded about 30 activists for an hour and banned a flashmob and all activities under the pretext of banning anti-Semitic slogans. 
#ShereenAbuAqleh #ICC4Israel #ApartheidIsrael #BDS https://t.co/hlFohajW2t"
130,"@_AhmedQuraishi @ImranKhanPTI No, he wasn't. You lobbied for #ApartheidIsrael's recognition along with other US pets but #ImranKhan took a bold stance &amp; refused to toe the US line. Now you are lying &amp; deceiving others to justify your support for an illegal racist regime which is committing #apartheid."
131,"Israeli occupation bulldozers demolished the house of the Palestinian citizen, Khalil Afana, in the village of al-Daiyouk al-Tahta, eastern Jericho city. #FreePalestine #IsraeliTerrorism https://t.co/3XcUBXBKLh"
132,"The West’s blanket boycotts and sanctions against Russia while continuing its complicity in Israel’s apartheid and settler colonialism against Palestinians is racist, enraging and hypocritical. 

As we mark #Nakba74 escalate #BDS pressure against apartheid Israel! https://t.co/dRWo8D9k42"
133,"This may not be official policy, but we can safely assume that many in the Israeli armed forces feel the same way #IsraeliCrimes https://t.co/FebvCqbtXI"
134,"Palestine will be free Inshallah. 
#FreePalestine #IsraeliCrimes
   #اسرائیل_نامنظور https://t.co/qr1Ag1ayRW"
135,"@anilaali @Israellycool @adamlevine @maroon5 @Isaac_Herzog @ammwecofficial @sharakango This is utterly shameful. To support #ApartheidIsrael with so called peacemaking claims is simply unethical, immoral, inhumane, unjust and dangerous for the world!!"
136,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
137,"@Pal_action Wow! ELBIT makes 85% of Israeli arms. So the weapons are made in Britain and subsequently used to  slaughter Gazans?🤯😤
#ShutElbitDown 
#BDS 
#EndTheIsraeliOccupation 

https://t.co/ifhKxJJlch"
138,"Respect to our southern coast comrades @BrightonPSC  
#EndIsraeliApartheid #BDS #FreePalestine https://t.co/8cPxSp0DV3"
139,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/N9WxTNejNE"
140,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
141,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/NTqG12avts"
142,"Signs of beating and assaults appear on the face and body of the Jerusalemite activist Fadwa Khadir who was brutally assaulted by the Israeli occupation forces during a protest against the murder of the Palestinian journalist Sherin Abu Aqla, last Wednesday.
#IsraeliTerrorism https://t.co/2BLfG92EWO"
143,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
